"","accepted_name","phylo.tip","input_name","name_class","ncbi_id","GenBank_taxonomy","ITS","trnTLF","rbcL","matK","atpB"
"180","Calamagrostis_epigeios","Calamagrostis_epigeios","Calamagrostis_epigejos","synonym",29668,"Calamagrostis_epigeios","564586125","189303942","71056569","119553581","NA"
"181","Calamagrostis_pseudophragmites","Calamagrostis_pseudophragmites","Calamagrostis_pseudophragmites","scientific name",535810,"Calamagrostis_pseudophragmites","195969542","189303941","NA","NA","NA"
"182","Calamagrostis_varia","Calamagrostis_varia","Calamagrostis_varia","scientific name",1000416,"Calamagrostis_varia","NA","NA","557836442","NA","NA"
"183","Calamagrostis_villosa","Calamagrostis_villosa","Calamagrostis_villosa","scientific name",258806,"Calamagrostis_villosa","NA","159146751","NA","NA","NA"
"184","Callianthemum_coriandrifolium","Callianthemum_coriandrifolium","Callianthemum_coriandrifolium","scientific name",253619,"Callianthemum_coriandrifolium","38194060","38194032","NA","NA","NA"
"185","Calluna_vulgaris","Calluna_vulgaris","Calluna_vulgaris","scientific name",13385,"Calluna_vulgaris","326635020","815932618","817991756","2734727","NA"
"186","Caltha_palustris","Caltha_palustris","Caltha_palustris","scientific name",3449,"Caltha_palustris","NA","NA","NA","NA","158602256"
"187","Caltha_palustris","Caltha_palustris","Caltha_palustris","scientific name",3449,"Caltha_palustris_var__membranacea","46309786","229464334","229464381","46360473","NA"
"188","Calystegia_sepium","Calystegia_sepium","Calystegia_sepium","scientific name",47519,"Calystegia_sepium","NA","21634203","21634022","242801089","21633324"
"189","Calystegia_sepium","Calystegia_sepium","Calystegia_sepium","scientific name",47519,"Calystegia_sepium_subsp__roseata","194022439","NA","NA","NA","NA"
"190","Camelina_microcarpa","Camelina_microcarpa","Camelina_microcarpa","scientific name",71324,"Camelina_microcarpa","525672654","111610364","387392187","111074685","NA"
"191","Campanula_alpestris","Campanula_alpestris","Campanula_alpestris","scientific name",440356,"Campanula_alpestris","NA","152937935","614497648","614497494","614497382"
"192","Campanula_cenisia","Campanula_cenisia","Campanula_cenisia","scientific name",361375,"Campanula_cenisia","83583558","614497765","614497678","614497520","614497400"
"193","Campanula_glomerata","Campanula_glomerata","Campanula_glomerata","scientific name",82281,"Campanula_glomerata","NA","NA","817991760","NA","NA"
"194","Campanula_glomerata","Campanula_glomerata","Campanula_glomerata","scientific name",82281,"Campanula_glomerata_var__dahurica","338223967","338224106","NA","449840777","448872427"
"195","Campanula_latifolia","Campanula_latifolia","Campanula_latifolia","scientific name",239410,"Campanula_latifolia","34811761","89702141","125486742","197257916","183206549"
"196","Campanula_patula","Campanula_patula","Campanula_patula","scientific name",440359,"Campanula_patula","NA","152937942","379035922","614497544","614497438"
"197","Campanula_persicifolia","Campanula_persicifolia","Campanula_persicifolia","scientific name",239416,"Campanula_persicifolia","NA","152937943","253992180","542093941","183206651"
"198","Campanula_rapunculoides","Campanula_rapunculoides","Campanula_rapunculoides","scientific name",209536,"Campanula_rapunculoides","328774610","328774668","685846752","197257944","183206577"
"199","Campanula_rhomboidalis","Campanula_rhomboidalis","Campanula_rhomboidalis","scientific name",649663,"Campanula_rhomboidalis","597717762","614497781","614497712","614497552","614497448"
"200","Campanula_rotundifolia","Campanula_rotundifolia","Campanula_rotundifolia","scientific name",239422,"Campanula_rotundifolia","83583551","152937947","194400753","197258046","183206673"
"201","Campanula_spicata","Campanula_spicata","Campanula_spicata","scientific name",361401,"Campanula_spicata","83583510","126508031","253992214","614497562","614497458"
"202","Campanula_trachelium","Campanula_trachelium","Campanula_trachelium","scientific name",85178,"Campanula_trachelium","NA","89702143","NA","NA","8452639"
"203","Campanula_trachelium","Campanula_trachelium","Campanula_trachelium","scientific name",85178,"Campanula_trachelium_subsp__trachelium","NA","NA","404243537","406034596","NA"
"204","Capsella_bursa-pastoris","Capsella_bursa_pastoris","Capsella_bursa_pastoris","scientific name",3719,"Capsella_bursa-pastoris","747035608","85679336","817991762","684218309","NA"
"205","Cardamine_alpina","Cardamine_alpina","Cardamine_alpina","scientific name",352360,"Cardamine_alpina","78098481","215513758","NA","NA","NA"
"206","Cardamine_bellidifolia","Cardamine_bellidifolia","Cardamine_bellidifolia","scientific name",109591,"Cardamine_bellidifolia","208293764","260079591","459991890","459927550","NA"
"207","Cardamine_heptaphylla","Cardamine_heptaphylla","Cardamine_heptaphylla","scientific name",558121,"Cardamine_heptaphylla","NA","208969208","NA","NA","NA"
"208","Cardamine_hirsuta","Cardamine_hirsuta","Cardamine_hirsuta","scientific name",50463,"Cardamine_hirsuta","82502029","148767238","340510993","340512795","NA"
"209","Cardamine_impatiens","Cardamine_impatiens","Cardamine_impatiens","scientific name",82286,"Cardamine_impatiens","82502175","661903267","379033899","351583133","NA"
"210","Cardamine_pentaphyllos","Cardamine_pentaphyllos","Cardamine_pentaphyllos","scientific name",82288,"Cardamine_pentaphyllos","208293811","6561766","NA","NA","NA"
"211","Cardamine_resedifolia","Cardamine_resedifolia","Cardamine_resedifolia","scientific name",352370,"Cardamine_resedifolia","78098485","215513762","NA","NA","NA"
"212","Carduus_acanthoides","Carduus_acanthoides","Carduus_acanthoides","scientific name",416131,"Carduus_acanthoides","423091407","559146819","NA","910279026","NA"
"213","Carduus_defloratus","Carduus_defloratus","Carduus_defloratus","scientific name",313513,"Carduus_defloratus","60614755","60202365","500049521","59894613","NA"
"214","Carduus_nutans","Carduus_nutans","Carduus_nutans","scientific name",92906,"Carduus_nutans_subsp__leiophyllus","146260807","NA","NA","NA","NA"
"215","Carduus_nutans","Carduus_nutans","Carduus_nutans","scientific name",92906,"Carduus_nutans","NA","8452856","817991766","379038662","NA"
"216","Carex_acutiformis","Carex_acutiformis","Carex_acutiformis","scientific name",140783,"Carex_acutiformis","262181577","169955922","379034807","379040406","NA"
"217","Carex_alba","Carex_alba","Carex_alba","scientific name",241195,"Carex_alba","33440174","NA","NA","NA","NA"
"218","Carex_atrata","Carex_atrata","Carex_atrata","scientific name",241196,"Carex_atrata","NA","NA","379034597","NA","NA"
"219","Carex_atrata","Carex_atrata","Carex_atrata","scientific name",241196,"Carex_atrata_subsp__aterrima","224714398","169955897","NA","NA","NA"
"220","Carex_bicolor","Carex_bicolor","Carex_bicolor","scientific name",241199,"Carex_bicolor","169956018","169955899","459991982","459927604","NA"
"221","Carex_capillaris","Carex_capillaris","Carex_capillaris","scientific name",241203,"Carex_capillaris","132694246","169955901","379036708","371533268","NA"
"222","Carex_caryophyllea","Carex_caryophyllea","Carex_caryophyllea","scientific name",502401,"Carex_caryophyllea","224714383","169955902","379036712","379039952","NA"
"223","Carex_cespitosa","Carex_cespitosa","Carex_cespitosa","scientific name",910631,"Carex_cespitosa","NA","312182191","NA","NA","NA"
"224","Carex_davalliana","Carex_davalliana","Carex_davalliana","scientific name",240674,"Carex_davalliana","300411407","300411364","NA","NA","NA"
"225","Carex_digitata","Carex_digitata","Carex_digitata","scientific name",140805,"Carex_digitata","59804020","12006528","379034199","NA","NA"
"226","Carex_echinata","Carex_echinata","Carex_echinata","scientific name",234467,"Carex_echinata","92429855","59860212","379035470","379040874","NA"
"227","Carex_ferruginea","Carex_ferruginea","Carex_ferruginea","scientific name",241208,"Carex_ferruginea","169956024","169955906","557836445","NA","NA"
"228","Carex_flacca","Carex_flacca","Carex_flacca","scientific name",140814,"Carex_flacca","132694256","121645890","NA","379040432","NA"
"229","Carex_flacca","Carex_flacca","Carex_flacca","scientific name",140814,"Carex_flacca_subsp__flacca","NA","NA","404243551","NA","NA"
"230","Carex_flava","Carex_flava","Carex_flava","scientific name",140816,"Carex_flava","160338163","59860258","NA","NA","NA"
"231","Carex_foetida","Carex_foetida","Carex_foetida","scientific name",240675,"Carex_foetida","33521079","NA","NA","NA","NA"
"232","Carex_frigida","Carex_frigida","Carex_frigida","scientific name",241209,"Carex_frigida","33440206","NA","NA","NA","NA"
"233","Carex_hirta","Carex_hirta","Carex_hirta","scientific name",15193,"Carex_hirta","169956027","169955909","379034283","379042218","NA"
"234","Carex_hostiana","Carex_hostiana","Carex_hostiana","scientific name",13399,"Carex_hostiana","169956029","169955911","379036164","379040466","NA"
"235","Carex_humilis","Carex_humilis","Carex_humilis","scientific name",140822,"Carex_humilis","33440175","12006532","667668232","335353338","NA"
"236","Carex_liparocarpos","Carex_liparocarpos","Carex_liparocarpos","scientific name",241215,"Carex_liparocarpos","33440176","NA","NA","NA","NA"
"237","Carex_macloviana","Carex_macloviana","Carex_macloviana","scientific name",240686,"Carex_macloviana","170780144","NA","NA","NA","NA"
"238","Carex_montana","Carex_montana","Carex_montana","scientific name",140837,"Carex_montana","12006605","12006503","379034549","379040212","NA"
"239","Carex_muricata","Carex_muricata","Carex_muricata","scientific name",140838,"Carex_muricata","12006662","146230094","379037570","379042412","NA"
"240","Carex_pallescens","Carex_pallescens","Carex_pallescens","scientific name",140842,"Carex_pallescens","59804008","59860274","379037566","379042408","NA"
"241","Carex_panicea","Carex_panicea","Carex_panicea","scientific name",241224,"Carex_panicea","33440199","121645912","557836432","379042410","NA"
"242","Carex_planostachys","Carex_planostachys","Carex_planostachys","scientific name",140849,"Carex_planostachys","12006660","12006558","NA","NA","NA"
"243","Carex_rostrata","Carex_rostrata","Carex_rostrata","scientific name",241230,"Carex_rostrata","262181578","169955920","379037440","379042312","NA"
"244","Carex_rupestris","Carex_rupestris","Carex_rupestris","scientific name",100286,"Carex_rupestris","284944769","8886542","459992205","675440303","NA"
"245","Carex_spicata","Carex_spicata","Carex_spicata","scientific name",240682,"Carex_spicata","134019271","146230095","379037108","379038516","NA"
"246","Carex_sylvatica","Carex_sylvatica","Carex_sylvatica","scientific name",241234,"Carex_sylvatica","59803995","59860261","379037112","607344990","NA"
"247","Carex_vesicaria","Carex_vesicaria","Carex_vesicaria","scientific name",241236,"Carex_vesicaria","33440204","NA","379037254","392358345","NA"
"248","Carex_viridula","Carex_viridula","Carex_viridula","scientific name",241237,"Carex_viridula","59803993","59860259","379037114","379042090","NA"
"249","Carex_vulpina","Carex_vulpina","Carex_vulpina","scientific name",240678,"Carex_vulpina","33521082","NA","733452078","NA","NA"
"250","Carlina_acanthifolia","Carlina_acanthifolia","Carlina_acanthifolia","scientific name",143181,"Carlina_acanthifolia","667637907","60202366","500049529","17220846","NA"
"251","Carlina_acaulis","Carlina_acaulis","Carlina_acaulis","scientific name",538471,"Carlina_acaulis","910278979","667668309","557836628","910279352","NA"
"252","Carlina_biebersteinii","Carlina_biebersteinii","Carlina_biebersteinii","scientific name",538476,"Carlina_biebersteinii_var__biebersteinii","NA","190148639","NA","NA","NA"
"253","Carlina_vulgaris","Carlina_vulgaris","Carlina_vulgaris","scientific name",41500,"Carlina_vulgaris","667637908","60202370","500049538","379041772","NA"
"254","Carum_carvi","Carum_carvi","Carum_carvi","scientific name",48032,"Carum_carvi","386778953","376373209","747154602","2281148","NA"
"255","Catananche_caerulea","Catananche_caerulea","Catananche_caerulea","scientific name",114285,"Catananche_caerulea","NA","6958288","NA","54021614","NA"
"256","Caucalis_platycarpos","Caucalis_platycarpos","Caucalis_platycarpos","scientific name",52456,"Caucalis_platycarpos","211907691","NA","NA","NA","NA"
"257","Cedrus_atlantica","Cedrus_atlantica","Cedrus_atlantica","scientific name",123597,"Cedrus_atlantica","NA","118723278","9963687","NA","NA"
"258","Centaurea_cyanus","Centaurea_cyanus","Cyanus_segetum","synonym",41522,"Centaurea_cyanus","329025145","300392343","379032742","379038168","NA"
"259","Centaurea_jacea","Centaurea_jacea","Centaurea_jacea","scientific name",351340,"Centaurea_jacea","910278832","559146830","557836229","607344992","NA"
"260","Centaurea_montana","Centaurea_montana","Cyanus_montanus","synonym",41537,"Centaurea_montana","329025148","300392358","557836272","559146698","NA"
"261","Centaurea_scabiosa","Centaurea_scabiosa","Centaurea_scabiosa","scientific name",145517,"Centaurea_scabiosa","910278823","376373210","379035376","379038176","NA"
"262","Centaurea_solstitialis","Centaurea_solstitialis","Centaurea_solstitialis","scientific name",347529,"Centaurea_solstitialis","313582601","559146834","NA","559146706","NA"
"263","Centaurea_stoebe","Centaurea_stoebe","Centaurea_stoebe","scientific name",72152,"Centaurea_stoebe_subsp__micranthos","239586341","NA","NA","NA","NA"
"264","Centaurea_stoebe","Centaurea_stoebe","Centaurea_stoebe","scientific name",72152,"Centaurea_stoebe","NA","559146835","667668110","642988241","NA"
"265","Centaurium_erythraea","Centaurium_erythraea","Centaurium_erythraea","scientific name",172057,"Centaurium_erythraea","507118313","33308330","379035514","379039346","NA"
"266","Centranthus_angustifolius","Centranthus_angustifolius","Centranthus_angustifolius","scientific name",245818,"Centranthus_angustifolius","37655007","332077846","NA","34863578","NA"
"267","Centranthus_calcitrapae","Centranthus_calcitrapae","Centranthus_calcitrapae","scientific name",183940,"Centranthus_calcitrapae","85810995","85822899","NA","34863576","NA"
"268","Cephalanthera_damasonium","Cephalanthera_damasonium","Cephalanthera_damasonium","scientific name",78719,"Cephalanthera_damasonium","61619754","16609982","3560627","37222982","NA"
"269","Cephalanthera_longifolia","Cephalanthera_longifolia","Cephalanthera_longifolia","scientific name",210729,"Cephalanthera_longifolia","34493776","NA","635174179","635173356","NA"
"270","Cerastium_alpinum","Cerastium_alpinum","Cerastium_alpinum","scientific name",271556,"Cerastium_alpinum","359389367","260079679","379032194","379038526","NA"
"271","Cerastium_arvense","Cerastium_arvense","Cerastium_arvense","scientific name",271558,"Cerastium_arvense","598699206","239837484","667668196","62870790","NA"
"272","Cerastium_cerastoides","Cerastium_cerastoides","Cerastium_cerastoides","scientific name",271580,"Cerastium_cerastoides","451768447","46578005","NA","NA","NA"
"273","Cerastium_fontanum","Cerastium_fontanum","Cerastium_fontanum","scientific name",230722,"Cerastium_fontanum","62870724","239837485","557836545","340512871","NA"
"274","Cerastium_latifolium","Cerastium_latifolium","Cerastium_latifolium","scientific name",271544,"Cerastium_latifolium","NA","46577918","557836537","NA","NA"
"275","Cerastium_pumilum","Cerastium_pumilum","Cerastium_pumilum","scientific name",271565,"Cerastium_pumilum","NA","46577989","379035089","379039772","NA"
"276","Cerastium_semidecandrum","Cerastium_semidecandrum","Cerastium_semidecandrum","scientific name",271564,"Cerastium_semidecandrum","NA","46577941","379035087","379040412","NA"
"277","Cerastium_uniflorum","Cerastium_uniflorum","Cerastium_uniflorum","scientific name",271547,"Cerastium_uniflorum","NA","46577921","NA","NA","NA"
"278","Cerinthe_minor","Cerinthe_minor","Cerinthe_minor","scientific name",131385,"Cerinthe_minor","239836043","239836100","NA","NA","NA"
"279","Chaenorhinum_minus","Chaenorhinum_minus","Chaenorrhinum_minus","synonym",105913,"Chaenorhinum_minus","33324857","NA","NA","379041702","NA"
"280","Chaenorhinum_minus","Chaenorhinum_minus","Chaenorrhinum_minus","synonym",105913,"Chaenorhinum_minus_subsp__minus","NA","NA","404243589","NA","NA"
"281","Chaerophyllum_aureum","Chaerophyllum_aureum","Chaerophyllum_aureum","scientific name",109094,"Chaerophyllum_aureum","6648800","NA","557836299","NA","NA"
"282","Chaerophyllum_temulum","Chaerophyllum_temulum","Chaerophyllum_temulum","scientific name",105274,"Chaerophyllum_temulum","748302453","NA","379036368","379040420","NA"
"283","Chaerophyllum_villarsii","Chaerophyllum_villarsii","Chaerophyllum_villarsii","scientific name",109111,"Chaerophyllum_villarsii","6648812","NA","NA","NA","NA"
