"Species,C,254","TAXREF,N,10,0","NUMCBNA,N,10,0","G_SP_SUBSP,C,150","Valid_LIB,C,150"
Sambucus_racemosa,120720,0,Sambucus racemosa,Sambucus_racemosa
Sanguisorba_minor,115789,0,Sanguisorba minor,Poterium_sanguisorba
Sanguisorba_officinalis,120758,0,Sanguisorba officinalis,Sanguisorba_officinalis
Sanicula_europaea,120772,0,Sanicula europaea,Sanicula_europaea
Saponaria_ocymoides,120823,0,Saponaria ocymoides,Saponaria_ocymoides
Saponaria_officinalis,120824,0,Saponaria officinalis,Saponaria_officinalis
Satureja_montana,120908,0,Satureja montana,Satureja_montana
Satyrium_bifolium,114011,0,Satyrium bifolium,Platanthera_bifolia
Saussurea_alpina,120949,0,Saussurea alpina,Saussurea_alpina
Saussurea_discolor,120951,0,Saussurea discolor,Saussurea_discolor
Saxifraga_aizoides,120965,0,Saxifraga aizoides,Saxifraga_aizoides
Saxifraga_androsacea,120973,0,Saxifraga androsacea,Saxifraga_androsacea
Saxifraga_aspera,120978,0,Saxifraga aspera,Saxifraga_aspera
Saxifraga_biflora,120987,0,Saxifraga biflora,Saxifraga_biflora
Saxifraga_bryoides,120988,0,Saxifraga bryoides,Saxifraga_bryoides
Saxifraga_cuneifolia,121028,0,Saxifraga cuneifolia,Saxifraga_cuneata
Saxifraga_exarata,121047,0,Saxifraga exarata,Saxifraga_exarata
Saxifraga_granulata,121065,0,Saxifraga granulata,Saxifraga_granulata
Saxifraga_moschata,121115,0,Saxifraga moschata,Saxifraga_moschata
Saxifraga_oppositifolia,121132,0,Saxifraga oppositifolia,Saxifraga_oppositifolia
Saxifraga_paniculata,121055,0,Saxifraga paniculata,Saxifraga_fragilis
Saxifraga_retusa,121174,0,Saxifraga retusa,Saxifraga_retusa
Saxifraga_rotundifolia,121177,0,Saxifraga rotundifolia,Saxifraga_rotundifolia
Scabiosa_columbaria,121334,0,Scabiosa columbaria,Scabiosa_columbaria
Scabiosa_lucida,121367,0,Scabiosa lucida,Scabiosa_lucida
Scabiosa_triandra,121414,0,Scabiosa triandra,Scabiosa_triandra
Schoenus_nigricans,121581,0,Schoenus nigricans,Schoenus_nigricans
Scirpus_sylvaticus,121792,0,Scirpus sylvaticus,Scirpus_sylvaticus
Scleranthus_annuus,121823,0,Scleranthus annuus,Scleranthus_annuus
Scleranthus_perennis,121839,0,Scleranthus perennis,Scleranthus_perennis
Scorzonera_austriaca,121939,0,Scorzonera austriaca,Scorzonera_austriaca
Scorzonera_hispanica,121959,0,Scorzonera hispanica,Scorzonera_hispanica
Scorzoneroides_autumnalis,121988,0,Scorzoneroides autumnalis,Scorzoneroides_autumnalis
Scrophularia_canina,122003,0,Scrophularia canina,Scrophularia_canina
Scrophularia_lucida,122019,0,Scrophularia lucida,Scrophularia_lucida
Scrophularia_nodosa,122028,0,Scrophularia nodosa,Scrophularia_nodosa
Scrophularia_peregrina,122032,0,Scrophularia peregrina,Scrophularia_peregrina
Securigera_varia,92546,0,Securigera varia,Coronilla_varia
Sedella_atrata,0,0,Sedella atrata,
Sedum_acre,122101,0,Sedum acre,Sedum_acre
Sedum_album,122106,0,Sedum album,Sedum_album
Sedum_alpestre,122107,0,Sedum alpestre,Sedum_alpestre
Sedum_anacampseros,103155,0,Sedum anacampseros,Hylotelephium_anacampseros
Sedum_annuum,122116,0,Sedum annuum,Sedum_annuum
Sedum_anopetalum,122218,0,Sedum anopetalum,Sedum_ochroleucum
Sedum_dasyphyllum,122150,0,Sedum dasyphyllum,Sedum_dasyphyllum
Sedum_maximum,103159,0,Sedum maximum,Hylotelephium_maximum
Sedum,197563,0,Sedum,Sedum
Sedum_ochroleucum,122218,0,Sedum ochroleucum,Sedum_ochroleucum
Sedum_rupestre,122246,0,Sedum rupestre,Sedum_rupestre
Sedum_sediforme,122254,0,Sedum sediforme,Sedum_sediforme
Sedum_sexangulare,122256,0,Sedum sexangulare,Sedum_sexangulare
Selaginella_selaginoides,122308,0,Selaginella selaginoides,Selaginella_selaginoides
Sempervivum_arachnoideum,122419,0,Sempervivum arachnoideum,Sempervivum_arachnoideum
Sempervivum_montanum,122467,0,Sempervivum montanum,Sempervivum_montanum
Sempervivum,197584,0,Sempervivum,Sempervivum
Sempervivum_tectorum,122493,0,Sempervivum tectorum,Sempervivum_tectorum
Senecio_doria,122592,0,Senecio doria,Senecio_doria
Senecio_doronicum,122593,0,Senecio doronicum,Senecio_doronicum
Senecio_erucifolius,103991,0,Senecio erucifolius,Jacobaea_erucifolia
Senecio_incanus,610647,0,Senecio incanus,Jacobaea_leucophylla
Senecio_ovatus,122675,0,Senecio ovatus,Senecio_ovatus
Senecio_squalidus,122723,0,Senecio squalidus,Senecio_squalidus
Senecio_viscosus,122744,0,Senecio viscosus,Senecio_viscosus
Serratula_tinctoria,122971,0,Serratula tinctoria,Serratula_tinctoria
Seseli_annuum,122998,0,Seseli annuum,Seseli_annuum
Sesleria_caerulea,123071,0,Sesleria caerulea,Sesleria_caerulea
Setaria_viridis,718292,0,Setaria viridis,Setaria_italica_subsp._viridis
Sibbaldia_procumbens,123176,0,Sibbaldia procumbens,Sibbaldia_procumbens
Silaum_silaus,123367,0,Silaum silaus,Silaum_silaus
Silene_acaulis,123374,0,Silene acaulis,Silene_acaulis
Silene_armeria,85017,0,Silene armeria,Atocion_armeria
Silene_dioica,123471,0,Silene dioica,Silene_dioica
Silene_flos_cuculi,106918,0,Silene flos cuculi,Lychnis_flos-cuculi
Silene_flos_jovis,106919,0,Silene flos jovis,Lychnis_flos-jovis
Silene_italica,123512,0,Silene italica,Silene_italica
Silene_latifolia,141214,0,Silene latifolia,Silene_vulgaris_subsp._vulgaris
Silene_nutans,123568,0,Silene nutans,Silene_nutans
Silene_otites,123577,0,Silene otites,Silene_otites
Silene_saxifraga,123628,0,Silene saxifraga,Silene_saxifraga
Silene_vallesia,123669,0,Silene vallesia,Silene_vallesia
Silene_vulgaris,123683,0,Silene vulgaris,Silene_vulgaris
Sinapis_alba,123711,0,Sinapis alba,Sinapis_alba
Sinapis_arvensis,123713,0,Sinapis arvensis,Sinapis_arvensis
Sisymbrium_austriacum,123804,0,Sisymbrium austriacum,Sisymbrium_austriacum
Solanum_dulcamara,124034,0,Solanum dulcamara,Solanum_dulcamara
Soldanella_alpina,124139,0,Soldanella alpina,Soldanella_alpina
Solidago_gigantea,124168,0,Solidago gigantea,Solidago_gigantea
Solidago_virgaurea,124205,0,Solidago virgaurea,Solidago_virgaurea
Sonchus_arvensis,124232,0,Sonchus arvensis,Sonchus_arvensis
Sonchus_oleraceus,124261,0,Sonchus oleraceus,Sonchus_oleraceus
Sorbus_aria,124306,0,Sorbus aria,Sorbus_aria
Sorbus_aucuparia,124308,0,Sorbus aucuparia,Sorbus_aucuparia
Sorbus_chamaemespilus,124314,0,Sorbus chamaemespilus,Sorbus_chamaemespilus
Sorbus_mougeotii,124329,0,Sorbus mougeotii,Sorbus_mougeotii
Sorbus,197762,0,Sorbus,Sorbus
Sparganium_angustifolium,124405,0,Sparganium angustifolium,Sparganium_angustifolium
Sparganium_emersum,124407,0,Sparganium emersum,Sparganium_emersum
Sparganium_erectum,124408,0,Sparganium erectum,Sparganium_erectum
Spiesia_halleri,0,0,Spiesia halleri,
Stachys_annua,124741,0,Stachys annua,Stachys_annua
Stachys_pradica,85839,0,Stachys pradica,Betonica_hirsuta
Stachys_recta,124805,0,Stachys recta,Stachys_recta
Stachys_sylvatica,124814,0,Stachys sylvatica,Stachys_sylvatica
Staehelina_dubia,124842,0,Staehelina dubia,Staehelina_dubia
Stellaria_alsine,124967,0,Stellaria alsine,Stellaria_alsine
Stellaria_graminea,125000,0,Stellaria graminea,Stellaria_graminea
Stellaria_holostea,125006,0,Stellaria holostea,Stellaria_holostea
Stellaria_media,125014,0,Stellaria media,Stellaria_media
Stellaria_nemorum,125021,0,Stellaria nemorum,Stellaria_nemorum
Stipa_capillata,125135,0,Stipa capillata,Stipa_capillata
Stipa_eriocaulis,125142,0,Stipa eriocaulis,Stipa_eriocaulis
Stipa_pennata,125173,0,Stipa pennata,Stipa_pennata
Streptopus_amplexifolius,125226,0,Streptopus amplexifolius,Streptopus_amplexifolius
Strobus_cembra,0,0,Strobus cembra,
Succisa_pratensis,125295,0,Succisa pratensis,Succisa_pratensis
Swertia_perennis,125319,0,Swertia perennis,Swertia_perennis
Symphyotrichum_novi_belgii,448412,0,Symphyotrichum novi belgii,Symphyotrichum_novi-belgii
Symphytum_officinale,125355,0,Symphytum officinale,Symphytum_officinale
Symphytum_tuberosum,125364,0,Symphytum tuberosum,Symphytum_tuberosum
Synema_perenne,108361,0,Synema perenne,Mercurialis_perennis
Tanacetum_corymbosum,125460,0,Tanacetum corymbosum,Tanacetum_corymbosum
Taraxacum_alpinum,125493,0,Taraxacum alpinum,Taraxacum_alpinum
Taraxacum_dissectum,125574,0,Taraxacum dissectum,Taraxacum_dissectum
Taraxacum_erythrospermum,125585,0,Taraxacum erythrospermum,Taraxacum_erythrospermum
Taraxacum_fulvum,125602,0,Taraxacum fulvum,Taraxacum_fulvum
Taraxacum_lapponicum,0,0,Taraxacum lapponicum,
Taraxacum_montanum,0,0,Taraxacum montanum,
Taraxacum,198226,0,Taraxacum,Taraxacum
Taraxacum_officinale,717630,0,Taraxacum officinale,Taraxacum_officinale
Taraxacum_rubicundum,125736,0,Taraxacum rubicundum,Taraxacum_rubicundum
Taraxacum_sellandii,125750,0,Taraxacum sellandii,Taraxacum_sellandii
Taxus_baccata,125816,0,Taxus baccata,Taxus_baccata
Telephium_imperati,125842,0,Telephium imperati,Telephium_imperati
Tetragonolobus_maritimus,106685,0,Tetragonolobus maritimus,Lotus_maritimus
Teucrium_chamaedrys,125981,0,Teucrium chamaedrys,Teucrium_chamaedrys
Teucrium_scordium,126034,0,Teucrium scordium,Teucrium_scordium
Teucrium_scorodonia,126035,0,Teucrium scorodonia,Teucrium_scorodonia
Thalictrum_aquilegiifolium,126078,0,Thalictrum aquilegiifolium,Thalictrum_aquilegiifolium
Thalictrum_foetidum,126127,0,Thalictrum foetidum,Thalictrum_foetidum
Thalictrum_minus,126159,0,Thalictrum minus,Thalictrum_minus
Thalictrum_simplex,126213,0,Thalictrum simplex,Thalictrum_simplex
Thelycrania_sanguinea,92501,0,Thelycrania sanguinea,Cornus_sanguinea
Thesium_alpinum,126287,0,Thesium alpinum,Thesium_alpinum
Thesium_humifusum,126298,0,Thesium humifusum,Thesium_humifusum
Thesium_linophyllon,126305,0,Thesium linophyllon,Thesium_linophyllon
Thlaspi_arvense,126332,0,Thlaspi arvense,Thlaspi_arvense
Thymus_oenipontanus,126555,0,Thymus oenipontanus,Thymus_oenipontanus
Thymus_praecox,126564,0,Thymus praecox,Thymus_praecox
Thymus_pulegioides,126566,0,Thymus pulegioides,Thymus_pulegioides
Thymus_serpyllum,126573,0,Thymus serpyllum,Thymus_serpyllum
Thymus_striatus,0,0,Thymus striatus,
Tilia_cordata,126628,0,Tilia cordata,Tilia_cordata
Tilia_platyphyllos,126650,0,Tilia platyphyllos,Tilia_platyphyllos
Tofieldia_calyculata,126798,0,Tofieldia calyculata,Tofieldia_calyculata
Tolpis_staticifolia,126821,0,Tolpis staticifolia,Tolpis_staticifolia
Torilis_japonica,126859,0,Torilis japonica,Torilis_japonica
Tozzia_alpina,126925,0,Tozzia alpina,Tozzia_alpina
Tragopogon_crocifolius,127002,0,Tragopogon crocifolius,Tragopogon_crocifolius
Tragopogon_dubius,127005,0,Tragopogon dubius,Tragopogon_dubius
Tragopogon_porrifolius,127028,0,Tragopogon porrifolius,Tragopogon_porrifolius
Tragopogon_pratensis,127029,0,Tragopogon pratensis,Tragopogon_pratensis
Trasus_tomentosus,88916,0,Trasus tomentosus,Carex_tomentosa
Trichophorum_alpinum,127191,0,Trichophorum alpinum,Trichophorum_alpinum
Trichophorum_cespitosum,127193,0,Trichophorum cespitosum,Trichophorum_cespitosum
Trifolium_alpestre,127216,0,Trifolium alpestre,Trifolium_alpestre
Trifolium_alpinum,127219,0,Trifolium alpinum,Trifolium_alpinum
Trifolium_arvense,127230,0,Trifolium arvense,Trifolium_arvense
Trifolium_aureum,127233,0,Trifolium aureum,Trifolium_aureum
Trifolium_badium,127233,0,Trifolium badium,Trifolium_aureum
Trifolium_campestre,127233,0,Trifolium campestre,Trifolium_aureum
Trifolium_diffusum,127291,0,Trifolium diffusum,Trifolium_diffusum
Trifolium_medium,127382,0,Trifolium medium,Trifolium_medium
Trifolium_ochroleucon,127412,0,Trifolium ochroleucon,Trifolium_ochroleucon
Trifolium_pallescens,127222,0,Trifolium pallescens,Trifolium_angulatum
Trifolium_pratense,127439,0,Trifolium pratense,Trifolium_pratense
Trifolium_repens,127454,0,Trifolium repens,Trifolium_repens
Trifolium_rubens,127463,0,Trifolium rubens,Trifolium_rubens
Trifolium_saxatile,127469,0,Trifolium saxatile,Trifolium_saxatile
Trifolium_spadiceum,127429,0,Trifolium spadiceum,Trifolium_patens
Trifolium_thalii,127503,0,Trifolium thalii,Trifolium_thalii
Triglochin_palustre,127547,0,Triglochin palustre,Triglochin_palustris
Trigonella_monspeliaca,107662,0,Trigonella monspeliaca,Medicago_monspeliaca
Trimorpha_alpina,96736,0,Trimorpha alpina,Erigeron_alpinus
Trimorpha_attica,96742,0,Trimorpha attica,Erigeron_atticus
Trinia_glauca,127595,0,Trinia glauca,Trinia_glauca
Trisetaria_distichophylla,0,0,Trisetaria distichophylla,
Trisetum_flavescens,127660,0,Trisetum flavescens,Trisetum_flavescens
Trisetum_spicatum,141953,0,Trisetum spicatum,Trisetum_spicatum_subsp._ovatipaniculatum
Triticum_aestivum,127692,0,Triticum aestivum,Triticum_aestivum
Triticum_durum,141978,0,Triticum durum,Triticum_turgidum_subsp._durum
Trollius_europaeus,127872,0,Trollius europaeus,Trollius_europaeus
Tulipa_sylvestris,127966,0,Tulipa sylvestris,Tulipa_sylvestris
Turritis_glabra,128012,0,Turritis glabra,Turritis_glabra
Tussilago_farfara,128042,0,Tussilago farfara,Tussilago_farfara
Typha_latifolia,128077,0,Typha latifolia,Typha_latifolia
Ulmus_glabra,128175,0,Ulmus glabra,Ulmus_minor
Ulmus_minor,128175,0,Ulmus minor,Ulmus_minor
Urtica_dioica,128268,0,Urtica dioica,Urtica_dioica
Vaccinium_myrtillus,128345,0,Vaccinium myrtillus,Vaccinium_myrtillus
Vaccinium_uliginosum,128354,0,Vaccinium uliginosum,Vaccinium_uliginosum
Vaccinium_vitis_idaea,128355,0,Vaccinium vitis idaea,Vaccinium_vitis-idaea
Valeriana_dioica,128394,0,Valeriana dioica,Valeriana_dioica
Valeriana_montana,128416,0,Valeriana montana,Valeriana_montana
Valeriana_officinalis,128419,0,Valeriana officinalis,Valeriana_officinalis
Valeriana_saliunca,128434,0,Valeriana saliunca,Valeriana_saliunca
Valeriana_tripteris,128445,0,Valeriana tripteris,Valeriana_tripteris
Valeriana_tuberosa,128446,0,Valeriana tuberosa,Valeriana_tuberosa
Valerianella_dentata,128467,0,Valerianella dentata,Valerianella_dentata
Valerianella_locusta,128476,0,Valerianella locusta,Valerianella_locusta
Veratrum_album,128520,0,Veratrum album,Veratrum_album
Verbascum_chaixii,128555,0,Verbascum chaixii,Verbascum_chaixii
Verbascum_lychnitis,128602,0,Verbascum lychnitis,Verbascum_lychnitis
Verbascum_nigrum,128615,0,Verbascum nigrum,Verbascum_nigrum
Verbascum_pulverulentum,128633,0,Verbascum pulverulentum,Verbascum_pulverulentum
Verbascum_thapsus,128660,0,Verbascum thapsus,Verbascum_thapsus
Verbena_officinalis,128754,0,Verbena officinalis,Verbena_officinalis
Veronica_agrestis,128786,0,Veronica agrestis,Veronica_agrestis
Veronica_allionii,128787,0,Veronica allionii,Veronica_allionii
Veronica_alpina,128789,0,Veronica alpina,Veronica_alpina
Veronica_anagallis_aquatica,128792,0,Veronica anagallis aquatica,Veronica_anagallis-aquatica
Veronica_aphylla,128797,0,Veronica aphylla,Veronica_aphylla
Veronica_arvensis,128801,0,Veronica arvensis,Veronica_arvensis
Veronica_austriaca,128803,0,Veronica austriaca,Veronica_austriaca
Veronica_beccabunga,128808,0,Veronica beccabunga,Veronica_beccabunga
Veronica_bellidioides,128810,0,Veronica bellidioides,Veronica_bellidioides
Veronica_chamaedrys,128832,0,Veronica chamaedrys,Veronica_chamaedrys
Veronica_fruticans,128871,0,Veronica fruticans,Veronica_fruticans
Veronica_fruticulosa,128872,0,Veronica fruticulosa,Veronica_fruticulosa
Veronica_hederifolia,128880,0,Veronica hederifolia,Veronica_hederifolia
Veronica_officinalis,128938,0,Veronica officinalis,Veronica_officinalis
Veronica_persica,128956,0,Veronica persica,Veronica_persica
Veronica_serpyllifolia,129003,0,Veronica serpyllifolia,Veronica_serpyllifolia
Veronica_spicata,129007,0,Veronica spicata,Veronica_spicata
Veronica_triphyllos,129032,0,Veronica triphyllos,Veronica_triphyllos
Veronica_urticifolia,129033,0,Veronica urticifolia,Veronica_urticifolia
Veronica_verna,129034,0,Veronica verna,Veronica_verna
Viburnum_lantana,129083,0,Viburnum lantana,Viburnum_lantana
Viburnum_opulus,129087,0,Viburnum opulus,Viburnum_opulus
Vicia_cracca,129147,0,Vicia cracca,Vicia_cracca
Vicia_hirsuta,129191,0,Vicia hirsuta,Vicia_hirsuta
Vicia_hybrida,129195,0,Vicia hybrida,Vicia_hybrida
Vicia_onobrychioides,129260,0,Vicia onobrychioides,Vicia_onobrychioides
Vicia_sativa,129298,0,Vicia sativa,Vicia_sativa
Vicia_sepium,129305,0,Vicia sepium,Vicia_sepium
Vicia_sylvatica,788869,0,Vicia sylvatica,Ervilia_sylvatica
Vicia_tenuifolia,129322,0,Vicia tenuifolia,Vicia_tenuifolia
Vicia_tetrasperma,97128,0,Vicia tetrasperma,Ervum_tetraspermum
Vinca_minor,129470,0,Vinca minor,Vinca_minor
Vincetoxicum_hirundinaria,129477,0,Vincetoxicum hirundinaria,Vincetoxicum_hirundinaria
Viola_biflora,129520,0,Viola biflora,Viola_biflora
Viola_calcarata,129527,0,Viola calcarata,Viola_calcarata
Viola_canina,129529,0,Viola canina,Viola_canina
Viola_hirta,129586,0,Viola hirta,Viola_hirta
Viola_laricicola,611325,0,Viola laricicola,Viola_laricicola
Viola_mirabilis,129623,0,Viola mirabilis,Viola_mirabilis
Viola,198911,0,Viola,Viola
Viola_odorata,129632,0,Viola odorata,Viola_odorata
Viola_palustris,129639,0,Viola palustris,Viola_palustris
Viola_pyrenaica,129663,0,Viola pyrenaica,Viola_pyrenaica
Viola_reichenbachiana,129666,0,Viola reichenbachiana,Viola_reichenbachiana
Viola_riviniana,129669,0,Viola riviniana,Viola_riviniana
Viola_rupestris,129674,0,Viola rupestris,Viola_rupestris
Viola_suavis,129702,0,Viola suavis,Viola_suavis
Viola_tricolor,129723,0,Viola tricolor,Viola_tricolor
Viscum_album,129906,0,Viscum album,Viscum_album
Woodsia_alpina,130124,0,Woodsia alpina,Woodsia_alpina
Xeranthemum_inapertum,130520,0,Xeranthemum inapertum,Xeranthemum_inapertum
Zz_Lichens,9999991,0,Zz Lichens,
