"","L_AREA","L_DRYM","PL_H_flora_MAX","PLOIDY..VALUE.","SEEDM","SLA","PLOIDY","TAPROOT","VEG_DISP","WOODY","LIFESPAN","GROWTHF"
"Calluna_vulgaris",0.0099824,NA,80,NA,0.02645,10.6145,"diploid","no","creeping shoots or espaliers","Frutescent","pluriennial",NA
"Caltha_palustris",196.4,1.00454014,60,7,1.03946956521739,28.97,"heptaploid","no","above-ground shoots","Herbaceous","pluriennial",NA
"Calystegia_sepium",NA,NA,NA,NA,NA,NA,NA,NA,"below-ground runners",NA,NA,NA
"Camelina_microcarpa",4.85,0.02168,60,NA,0.2944,19.99,"tetraploid",NA,"no vegetative dispersal parts","Herbaceous","annual",NA
"Campanula_alpestris",NA,NA,12,NA,NA,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Campanula_cenisia",NA,NA,3,NA,NA,NA,NA,"yes","creeping shoots or espaliers","Herbaceous",NA,NA
"Campanula_glomerata",9.16,0.03992811957,70,NA,0.133555555555556,27.03,"diploid","no","root shoots","Herbaceous","pluriennial",NA
"Campanula_latifolia",69.5766666666667,0.1159269715,80,NA,0.31656,60.115,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Campanula_linifolia",NA,NA,NA,NA,NA,NA,NA,NA,"below-ground runners",NA,NA,NA
"Campanula_patula",NA,NA,60,NA,0.02396,32.17,"diploid","no","no vegetative dispersal parts","Herbaceous","biennial",NA
"Campanula_persicifolia",5.48,0.01543,60,NA,0.0804,34.065,"diploid","no","below-ground runners","Herbaceous","pluriennial",NA
"Campanula_rapunculoides",19.92,0.0423,70,NA,0.14765,52.5675,"hexaploid",NA,"below-ground runners","Herbaceous","pluriennial",NA
"Campanula_rhomboidalis",NA,NA,60,NA,NA,NA,"diploid","yes","basal lateral shoots","Herbaceous","pluriennial",NA
"Campanula_rotundifolia",NA,NA,24,NA,NA,NA,"diploid","yes","basal lateral shoots","Herbaceous","pluriennial",NA
"Campanula_spicata",NA,NA,90,NA,0.06,NA,NA,NA,"no vegetative dispersal parts","Herbaceous",NA,NA
"Campanula_trachelium",36.01,0.09224660086,70,NA,0.21585,NA,"diploid","no","basal lateral shoots","Herbaceous","pluriennial",NA
"Capsella_bursa-pastoris",13.9175,0.0608887573225,50,4,0.1004335,40.82,"tetraploid","yes","no vegetative dispersal parts","Herbaceous","annual",NA
"Cardamine_alpina",0.352711159,NA,NA,NA,0.03,25.6,NA,NA,"basal lateral shoots","Herbaceous",NA,"forbs"
"Cardamine_bellidifolia",0.352711159,NA,NA,NA,0.03,25.6,NA,NA,"basal lateral shoots","Herbaceous",NA,"forbs"
"Cardamine_heptaphylla",284.07,0.7,50,NA,6.02,38.7,NA,NA,"no vegetative dispersal parts","Herbaceous",NA,NA
"Cardamine_hirsuta",3.37,0.011217289988,30,NA,0.107776470588235,NA,"diploid","yes","no vegetative dispersal parts","Herbaceous","annual",NA
"Cardamine_impatiens",NA,NA,NA,NA,NA,NA,NA,NA,"no vegetative dispersal parts",NA,NA,NA
"Cardamine_pentaphyllos",NA,NA,50,NA,NA,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Cardamine_resedifolia",NA,NA,10,NA,NA,NA,"diploid","yes","basal lateral shoots","Herbaceous","pluriennial",NA
"Carduus_acanthoides",NA,NA,NA,NA,NA,NA,NA,NA,"no vegetative dispersal parts",NA,NA,NA
"Carduus_carlinifolius",NA,NA,60,NA,NA,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Carduus_defloratus",33.91,0.249655,70,NA,2.819,15.04,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Carduus_medius",33.91,0.249655,70,NA,2.819,15.04,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Carduus_nutans",45.99,0.286832203133333,100,NA,3.66714285714286,NA,"diploid",NA,"no vegetative dispersal parts","Herbaceous","biennial",NA
"Carex_acutiformis",70.35,0.4307,90,NA,0.915625,17.5,NA,"no","basal lateral shoots","Herbaceous","pluriennial",NA
"Carex_alba",1.28,0.005435,25,NA,2.09892857142857,23.94,NA,NA,"below-ground runners","Herbaceous","pluriennial",NA
"Carex_atrata",NA,NA,NA,NA,NA,NA,NA,NA,"basal lateral shoots",NA,NA,NA
"Carex_bicolor",NA,NA,15,NA,0.58,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Carex_capillaris",0.33,0.00252,15,NA,0.555909090909091,13.23,NA,"no","basal lateral shoots","Herbaceous","pluriennial",NA
"Carex_caryophyllea",3.875,0.016593646155,27.5,NA,1.16978,17.994607075,NA,NA,"below-ground runners","Herbaceous","pluriennial",NA
"Carex_cespitosa",NA,NA,NA,NA,NA,NA,NA,NA,"tussocks, tufts",NA,NA,NA
"Carex_chillanensis",4.246528125,0.0212494117647059,50,NA,0.71595,21.9117175666667,NA,"no","basal lateral shoots","Herbaceous","pluriennial",NA
"Carex_davalliana",0.78,0.00751,30,NA,0.79325,11.02,NA,NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Carex_digitata",5.66,0.01893,11,NA,0.7973,30.58,NA,NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Carex_echinata",2.18,0.0153740942045,25,NA,0.7666,18.85,NA,NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Carex_ferruginea",NA,NA,NA,NA,NA,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Carex_flacca",5.395,0.03484894372,60,NA,0.954895,14.04,NA,"no","below-ground runners","Herbaceous","pluriennial",NA
"Carex_flava",NA,NA,NA,NA,NA,NA,NA,NA,"basal lateral shoots",NA,NA,NA
"Carex_foetida",2.8,NA,20,NA,0.39775,19.223176635,NA,NA,"basal lateral shoots","Herbaceous",NA,"graminoids"
"Carex_frigida",2.94,0.0095,30,NA,0.3313475,27.9,NA,NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Carex_hirta",14.186,0.074826634202,60,NA,2.76216666666667,16.5475,NA,NA,"below-ground runners","Herbaceous","pluriennial",NA
"Carex_hordeistichos",NA,NA,30,NA,5.947,NA,NA,NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Carex_hostiana",1.17,0.00715,35,NA,1.4144619047619,16.27,NA,NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Carex_humilis",1.22,0.00616,15,4,1.46673333333333,18.25,NA,"no","basal lateral shoots","Herbaceous","pluriennial",NA
"Carex_liparocarpos",NA,NA,NA,NA,NA,NA,NA,NA,"below-ground runners",NA,NA,NA
"Carex_macloviana",4.76,0.02184486572,35,NA,0.554936363636364,25.37,NA,NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Carex_montana",2.915,0.01184,25,NA,0.763333333333333,21.65,NA,NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Carex_muricata",NA,NA,45,NA,NA,NA,NA,NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Carex_pallescens",5.4,0.014635,40,NA,1.1557,30.12,NA,NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Carex_panicea",3.665,0.022061781855,25,NA,2.34374,21.25,NA,NA,"below-ground runners","Herbaceous","pluriennial",NA
"Carex_planostachys",NA,NA,25,NA,2.171,NA,NA,NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Carex_rostrata",12.294,0.076815,70,NA,1.17898,15.8042857142857,NA,"no","below-ground runners","Herbaceous","pluriennial",NA
"Carex_rupestris",0.535,0.00305,12,NA,0.643333333,10.7456750866667,NA,"no","basal lateral shoots","Herbaceous","pluriennial","graminoids"
"Carex_spicata",3.2,0.01629,50,NA,2.29534,25.09,NA,"no","basal lateral shoots","Herbaceous","pluriennial",NA
"Carex_sylvatica",6.77,0.02975434925,60,NA,1.59288,NA,NA,NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Carex_vesicaria",12.28,0.09985,70,NA,1.39087142857143,18.35,NA,"no","below-ground runners","Herbaceous","pluriennial",NA
"Carex_viridula",NA,NA,NA,NA,NA,NA,NA,NA,"basal lateral shoots",NA,NA,NA
"Carex_vulpina",NA,NA,60,NA,0.929,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Carlina_acanthifolia",NA,NA,10,NA,NA,NA,"diploid",NA,"root shoots","Herbaceous","pluriennial",NA
"Carlina_acaulis",NA,NA,20,NA,NA,NA,NA,NA,"root shoots","Herbaceous",NA,NA
"Carum_carvi",13.09,0.05053,55,2,1.98582352941176,25.585,"diploid",NA,"no vegetative dispersal parts","Herbaceous","biennial",NA
"Cassida_alpina",1.1723125,0.00593694441666667,20,NA,NA,21.0324001666667,NA,NA,"below-ground runners","Herbaceous",NA,NA
"Catananche_caerulea",NA,NA,80,NA,3.28,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Caucalis_platycarpos",NA,NA,25,NA,17.7833333333333,NA,"diploid",NA,"no vegetative dispersal parts","Herbaceous","annual",NA
"Cedrus_atlantica",NA,NA,3000,NA,72.3066666666667,NA,NA,NA,"no vegetative dispersal parts","Frutescent",NA,NA
"Centaurea_cyanus",5.49,0.0336166666666667,80,NA,4.80142631578947,21.06,"diploid",NA,"no vegetative dispersal parts","Herbaceous","annual",NA
"Centaurea_jacea",NA,NA,NA,NA,NA,NA,NA,NA,"basal lateral shoots",NA,NA,NA
"Centaurea_montana",54.95,0.1008953603,80,NA,16.5653333333333,NA,"tetraploid","yes","root shoots","Herbaceous","pluriennial",NA
"Centaurea_NA",NA,NA,60,NA,NA,NA,NA,NA,"above-ground shoots","Herbaceous",NA,NA
"Centaurea_scabiosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Centaurea_solstitialis",9.81,0.036115,60,2,2.82733333333333,27.77,"diploid",NA,"no vegetative dispersal parts","Herbaceous","biennial",NA
"Centaurea_stoebe",NA,NA,60,3,1.9,NA,"diploid","no","no vegetative dispersal parts","Herbaceous","biennial",NA
"Centaurea_uniflora",NA,NA,NA,NA,NA,NA,NA,NA,"basal lateral shoots",NA,NA,NA
"Centaurium_erythraea",NA,NA,NA,NA,NA,NA,NA,NA,"no vegetative dispersal parts",NA,NA,NA
"Centranthus_angustifolius",NA,NA,80,NA,NA,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Centranthus_calcitrapae",NA,NA,25,NA,NA,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Cephalanthera_damasonium",16.685,0.0552666666666667,30,2,0.005,31.105,"diploid","no","basal lateral shoots","Herbaceous","pluriennial",NA
"Cephalanthera_longifolia",17.7966666666667,0.0507925,45,2,NA,35.8966666666667,"diploid","no","basal lateral shoots","Herbaceous","pluriennial",NA
"Cephalaria_alpina",NA,NA,130,NA,NA,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Cerastium_alpinum",0.41,0.00173,10,4,0.278123333333333,31.95,"tetraploid","no","basal lateral shoots","Herbaceous","pluriennial",NA
"Cerastium_arvense",NA,NA,25,NA,NA,NA,"diploid","yes","above-ground shoots","Herbaceous","pluriennial",NA
"Cerastium_cerastoides",0.144095860555556,0.000548,3,NA,0.163967346928571,24.39,"diploid","no","creeping shoots or espaliers","Herbaceous","pluriennial","forbs"
"Cerastium_fontanum",0.3,5e-04,40,NA,0.094,36.035,"hexaploid",NA,"creeping shoots or espaliers","Herbaceous","pluriennial",NA
"Cerastium_latifolium",NA,NA,8,2,0.53375,NA,"diploid","yes","below-ground runners","Herbaceous","pluriennial",NA
"Cerastium_pedunculatum",NA,NA,10,NA,0.117,NA,NA,"yes","below-ground runners","Herbaceous",NA,NA
"Cerastium_pumilum",0.23,0.000755,15,NA,0.0581,30.94,"pentaploid",NA,"no vegetative dispersal parts","Herbaceous","annual",NA
"Cerastium_semidecandrum",0.32,0.001641782751,15,NA,0.0370158333333333,NA,"diploid",NA,"no vegetative dispersal parts","Herbaceous","annual",NA
"Cerastium_uniflorum",NA,NA,4,NA,0.25152,31.65,"diploid",NA,"below-ground runners","Herbaceous","pluriennial",NA
"Cerasus_avium",NA,NA,1800,NA,266.255766666667,10.1,"diploid",NA,"root shoots","Frutescent","pluriennial",NA
"Cerinthe_glabra",NA,NA,60,NA,NA,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Cerinthe_minor",NA,NA,60,NA,NA,NA,NA,NA,"no vegetative dispersal parts","Herbaceous",NA,NA
"Chaenorhinum_minus",NA,NA,30,NA,NA,NA,NA,"yes","no vegetative dispersal parts","Herbaceous",NA,NA
"Chaenorhinum_rubrifolium",NA,NA,15,NA,NA,NA,NA,NA,"no vegetative dispersal parts","Herbaceous",NA,NA
"Chaerophyllum_aureum",NA,NA,100,NA,6.7885,20.17,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Chaerophyllum_temulum",203.41,0.7831828877,80,NA,2.86146666666667,NA,"diploid",NA,"no vegetative dispersal parts","Herbaceous","annual",NA
"Chaerophyllum_villarsii",209.710625,0.451233333333333,100,NA,4.43,48.8264049275,NA,"yes","basal lateral shoots","Herbaceous",NA,NA
"Chamaedrys_montana",0.45,0.002455,5,NA,0.7288,18.36,"diploid",NA,"creeping shoots or espaliers","Suffrutescent","pluriennial",NA
"Chamaenerion_montanum",21.87,0.0917561712033333,60,NA,0.108925,35.735,"diploid","no","bulbs","Herbaceous","pluriennial",NA
"Chamerion_dodonaei",NA,NA,65,NA,NA,NA,"diploid","yes","below-ground runners","Herbaceous","pluriennial",NA
"Chamorchis_alpina",NA,NA,8,NA,NA,NA,"diploid",NA,"no vegetative dispersal parts","Herbaceous","pluriennial",NA
"Chelidonium_majus",92.26,0.24014783215,60,2,0.729166666666667,49.88,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Chenopodium_album",NA,NA,NA,NA,NA,NA,NA,NA,"no vegetative dispersal parts",NA,NA,NA
"Chenopodium_bonus-henricus",53.9333333333333,0.184196666666667,80,NA,1.78292,NA,"tetraploid","yes","no vegetative dispersal parts","Herbaceous","pluriennial",NA
"Chondrilla_juncea",2.99,0.023615,80,NA,0.57325,7.62,"triploid","yes","root shoots","Herbaceous","biennial",NA
"Chrysosplenium_alternifolium",5.165,0.018155636785,12,NA,0.0556,54.35,"tetraploid","no","below-ground runners","Herbaceous","pluriennial",NA
"Cicerbita_alpina",137.515,0.37173,160,NA,1.0773035715,38.145,"diploid",NA,"below-ground runners","Herbaceous","pluriennial",NA
"Cichorium_intybus",175.37,0.5561217391,100,NA,3.3957652173913,22.83,"diploid","yes","root shoots","Herbaceous","pluriennial",NA
"Cirsium_acaule",20.796,0.189244204716667,15.5,2,3.85683673471429,14.15,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial","forbs"
"Cirsium_arvense",28.03,0.1905354895,70,NA,1.287615,15.7966666666667,"diploid","no","root shoots","Herbaceous","pluriennial",NA
"Cirsium_eriophorum",105.38,0.7467874016,150,2,6.69933333333333,NA,"diploid",NA,"no vegetative dispersal parts","Herbaceous","biennial",NA
"Cirsium_monspessulanum",NA,NA,170,NA,NA,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Cirsium_NA",NA,NA,100,NA,NA,NA,NA,NA,"no vegetative dispersal parts","Herbaceous",NA,NA
"Cirsium_palustre",NA,NA,220,2,1.57444444444444,15.66,"diploid","no","no vegetative dispersal parts","Herbaceous","biennial",NA
"Cirsium_spinosissimum",NA,NA,60,2,2.3805,NA,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Cirsium_vulgare",NA,NA,NA,NA,NA,NA,NA,NA,"no vegetative dispersal parts",NA,NA,NA
"Cladium_mariscus",12.76,0.15813,220,NA,2.23158095233333,NA,"diploid","no","below-ground runners","Herbaceous","pluriennial",NA
"Clematis_vitalba",56.33,0.1819306757,500,2,2.70139540227586,19.17,"diploid",NA,"basal lateral shoots","Frutescent","pluriennial",NA
"Clinopodium_acinos",NA,NA,NA,NA,NA,NA,NA,NA,"no vegetative dispersal parts",NA,NA,NA
"Clinopodium_alpinum",NA,NA,20,NA,1.6,NA,"diploid",NA,"no vegetative dispersal parts","Herbaceous","pluriennial",NA
"Clinopodium_grandiflorum",NA,NA,40,NA,NA,NA,NA,NA,"below-ground runners","Herbaceous",NA,NA
"Clinopodium_nepeta",NA,NA,60,NA,0.2225,NA,"octoploid",NA,"below-ground runners","Herbaceous","pluriennial",NA
"Clinopodium_vulgare",10.55,0.04477825051,60,NA,0.40320625,NA,"tetraploid",NA,"below-ground runners","Herbaceous","pluriennial",NA
"Coincya_monensis",NA,NA,NA,NA,NA,NA,NA,NA,"no vegetative dispersal parts",NA,NA,NA
"Coincya_richeri",NA,NA,60,NA,NA,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Colchicum_alpinum",NA,NA,20,6,NA,NA,NA,NA,"no vegetative dispersal parts","Herbaceous",NA,NA
"Colchicum_autumnale",67.05,0.25488,37.5,NA,6.38398,21.91,"diploid","no","no vegetative dispersal parts","Herbaceous","pluriennial",NA
"Colpodium_humile",NA,NA,NA,NA,0.2675,NA,NA,NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Colutea_arborescens",14.66,0.0804166666666667,200,2,16.114375,14.95,"diploid",NA,"basal lateral shoots","Frutescent","pluriennial",NA
"Consolida_regalis",NA,NA,NA,NA,NA,NA,NA,NA,"no vegetative dispersal parts",NA,NA,NA
"Convallaria_majalis",61.245,0.22558381915,20,2,75.7247125,42.74,"diploid","no","below-ground runners","Herbaceous","pluriennial",NA
"Convolvulus_arvensis",11.8425,0.040729062745,60,NA,13.0917428571429,24.315,"tetraploid","no","root shoots","Herbaceous","annual",NA
"Conyza_canadensis",6.6,0.02473945915,100,NA,0.0635333333333333,22.75,"diploid",NA,"no vegetative dispersal parts","Herbaceous","annual",NA
"Corallorhiza_trifida",NA,NA,15,NA,NA,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Coristospermum_ferulaceum",NA,NA,35,NA,NA,NA,NA,NA,"root shoots","Herbaceous",NA,NA
"Cormus_domestica",NA,NA,1500,NA,24.43,NA,"diploid",NA,"root shoots","Frutescent","pluriennial",NA
"Coronilla_minima",NA,NA,14,NA,NA,NA,NA,"yes","basal lateral shoots","Suffrutescent",NA,NA
"Coronilla_vaginalis",4.58,0.0248,10,NA,4.09225,17.68,"diploid","yes","basal lateral shoots","Herbaceous","pluriennial",NA
"Corydalis_intermedia",NA,NA,10,NA,NA,NA,"diploid",NA,"bulbs","Herbaceous","pluriennial",NA
"Corydalis_solida",18.46,0.04294,25,NA,2.3187555555,43.65,"diploid","no","bulbs","Herbaceous","pluriennial",NA
"Corylus_avellana",38.2275496033333,NA,400,2,1086.85272727273,22.846554856,"diploid","yes","basal lateral shoots","Frutescent","pluriennial",NA
"Cotoneaster_integerrimus",2.57863375,0.0188644117647059,100,NA,42.61,16.305275776875,"tetraploid",NA,"root shoots","Frutescent","pluriennial",NA
"Cotoneaster_NA",NA,NA,30,NA,NA,NA,NA,NA,"root shoots","Frutescent",NA,NA
"Cotoneaster_tomentosus",NA,NA,120,NA,NA,NA,"tetraploid",NA,"root shoots","Frutescent","pluriennial",NA
"Crataegus_laevigata",7.815,0.0374375,500,3,225.007784615385,20.88,"diploid",NA,"root shoots","Frutescent","pluriennial",NA
"Crataegus_monogyna",5.5081944445,NA,500,2,148.974264,10.4155648744444,"diploid",NA,"root shoots","Frutescent","pluriennial",NA
"Crepis_aurea",NA,NA,25,2,0.55,NA,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Crepis_biennis",60.875,0.18901499035,120,8,1.14692,NA,"octoploid",NA,"no vegetative dispersal parts","Herbaceous","biennial",NA
"Crepis_conyzifolia",NA,NA,50,2,2.79733333333333,NA,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Crepis_foetida",NA,NA,70,2,0.592942857142857,NA,"diploid",NA,"no vegetative dispersal parts","Herbaceous","annual",NA
"Crepis_NA",NA,NA,70,NA,NA,NA,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Crepis_nicaeensis",NA,NA,70,NA,NA,NA,"diploid",NA,"no vegetative dispersal parts","Herbaceous","biennial",NA
"Crepis_paludosa",22.6,0.06104492871,60,2,0.600923076923077,NA,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Crepis_pontana",NA,NA,70,NA,NA,NA,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Crepis_pygmaea",NA,NA,NA,NA,NA,NA,NA,NA,"basal lateral shoots",NA,NA,NA
"Crepis_pyrenaica",32.79,0.08097,65,NA,3.27,39.71,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Crepis_vesicaria",NA,NA,70,NA,NA,NA,NA,NA,"no vegetative dispersal parts","Herbaceous",NA,NA
"Crocus_vernus",NA,NA,10,NA,NA,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Cruciata_glabra",NA,NA,25,NA,1.43,NA,"diploid",NA,"above-ground runners","Herbaceous","pluriennial",NA
"Cruciata_laevipes",0.896666666666667,0.00296324171733333,50,NA,4.16853333333333,25.24,"diploid","no","below-ground runners","Herbaceous","pluriennial",NA
"Crupina_vulgaris",NA,NA,70,NA,8.74,NA,NA,NA,"no vegetative dispersal parts","Herbaceous",NA,NA
"Cryptogramma_crispa",NA,NA,25,NA,NA,NA,"tetraploid",NA,"no vegetative dispersal parts","Herbaceous","pluriennial",NA
"Cucubalus_baccifer",NA,NA,100,NA,1.34766666666667,NA,"diploid",NA,"below-ground runners","Herbaceous","pluriennial",NA
"Cuscuta_epilinum",NA,NA,NA,NA,NA,NA,NA,NA,"creeping shoots or espaliers",NA,NA,NA
"Cuscuta_epithymum",NA,NA,NA,NA,0.32175,NA,"diploid",NA,"creeping shoots or espaliers","Herbaceous","annual",NA
