"","L_AREA","L_DRYM","PL_H_flora_MAX","PLOIDY..VALUE.","SEEDM","SLA","PLOIDY","TAPROOT","VEG_DISP","WOODY","LIFESPAN","GROWTHF"
"Prenanthes_purpurea",33.6302384615385,0.0666021428571429,140,NA,0.639666666666667,52.4448973092308,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Primula_elatior",44.785,0.1183175,40,NA,0.615428571428571,32.2366666666667,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Primula_farinosa",2.08,0.00882,25,NA,0.0738,23.31,"diploid","no","basal lateral shoots","Herbaceous","pluriennial",NA
"Primula_hirsuta",NA,NA,12,NA,0.154666666666667,NA,"diploid",NA,"basal lateral shoots","Suffrutescent","pluriennial",NA
"Primula_latifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Primula_pedemontana",NA,NA,NA,NA,NA,NA,NA,NA,"basal lateral shoots",NA,NA,NA
"Primula_veris",40.8066666666667,0.245141161463333,30,NA,0.805613333333333,20.05,"diploid","no","basal lateral shoots","Herbaceous","pluriennial",NA
"Prunella_grandiflora",NA,0.02455,25,NA,0.9895,20.16,"diploid",NA,"above-ground runners","Herbaceous","pluriennial",NA
"Prunella_laciniata",NA,NA,25,NA,1.10652222216667,NA,"diploid",NA,"above-ground runners","Herbaceous","pluriennial",NA
"Prunella_vulgaris",4.978,0.016108351258,25,4,0.900090322580645,25.4825,"diploid","no","below-ground runners","Herbaceous","pluriennial",NA
"Prunus_domestica",NA,NA,600,6,704.17,NA,"hexaploid",NA,"root shoots","Frutescent","pluriennial",NA
"Prunus_mahaleb",7.145,0.034215,400,NA,85.3971428571429,23.17,"diploid",NA,"basal lateral shoots","Frutescent","pluriennial",NA
"Prunus_spinosa",4.724111111,NA,200,NA,302.813007692308,15.269300516,"tetraploid","no","root shoots","Frutescent","pluriennial",NA
"Pseudorchis_albida",6.48,0.03044,30,NA,NA,21.77,"diploid",NA,"no vegetative dispersal parts","Herbaceous","pluriennial",NA
"Pseudoturritis_turrita",NA,NA,80,NA,0.56832,NA,"diploid",NA,"basal lateral shoots","Herbaceous","biennial",NA
"Ptarmica_macrophylla",139.27,0.73575,90,2,NA,20.655,"diploid","no","below-ground runners","Herbaceous","pluriennial",NA
"Ptarmica_nana",2.245475,0.0147891666666667,15,NA,0.2,15.2984112275,NA,NA,"below-ground runners","Herbaceous",NA,NA
"Pteridium_aquilinum",NA,NA,120,NA,NA,NA,"tetraploid","no","below-ground runners","Herbaceous","pluriennial",NA
"Pteroselinum_austriacum",NA,NA,80,NA,NA,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Ptychotis_saxifraga",NA,NA,60,NA,NA,NA,NA,NA,"no vegetative dispersal parts","Herbaceous",NA,NA
"Pulmonaria_angustifolia",NA,NA,45,NA,4.54,NA,NA,NA,NA,"Herbaceous",NA,NA
"Pulmonaria_longifolia",NA,NA,45,NA,4.54,NA,NA,NA,NA,"Herbaceous",NA,NA
"Pulmonaria_montana",NA,NA,50,NA,NA,NA,"tetraploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Pulmonaria_saccharata",NA,NA,40,NA,NA,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Pulsatilla_alpina",NA,NA,30,NA,5.25,NA,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Pulsatilla_montana",NA,NA,30,NA,2.36,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Pulsatilla_vernalis",5.43500004933333,0.05805,15,NA,2.33,10.215,"diploid","yes","basal lateral shoots","Herbaceous","pluriennial","forbs"
"Pyrola_chlorantha",NA,NA,20,NA,NA,NA,"diploid","no","below-ground runners","Herbaceous","pluriennial",NA
"Pyrola_media",NA,NA,20,NA,NA,20.49,"hexaploid",NA,"below-ground runners","Herbaceous","pluriennial",NA
"Pyrola_minor",3.2752380952381,0.0204692560386957,20,NA,0.0023,21.9825,"diploid","no","below-ground runners","Herbaceous","pluriennial",NA
"Pyrola_rotundifolia",NA,NA,NA,NA,NA,NA,NA,NA,"below-ground runners",NA,NA,NA
"Pyrus_malus",NA,NA,1000,NA,NA,25.84,"diploid",NA,"root shoots","Frutescent","pluriennial",NA
"Pyrus_pyraster",NA,NA,2000,NA,31.5244444444444,7.41,"diploid",NA,"root shoots","Frutescent","pluriennial",NA
"Pythius_dulcis",NA,NA,NA,NA,NA,NA,NA,NA,"below-ground runners",NA,NA,NA
"Quercus_petraea",35.000633334,NA,2500,2,1891.99333333333,11.099677285,"diploid",NA,"no vegetative dispersal parts","Frutescent","pluriennial",NA
"Quercus_pubescens",NA,NA,NA,NA,NA,NA,NA,NA,"no vegetative dispersal parts",NA,NA,NA
"Quercus_robur",29.34075,NA,2500,2,3407.49545454545,16.36957552,"diploid",NA,"no vegetative dispersal parts","Frutescent","pluriennial",NA
"Ranunculus_aconitifolius",245.74,-114684.4527725,70,2,3.176361111,36.185,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Ranunculus_acris",8.59327722222222,0.0467607174322581,70,3,1.63717142857143,23.8635319236842,"diploid","no","basal lateral shoots","Herbaceous","pluriennial",NA
"Ranunculus_aduncus",NA,NA,50,NA,NA,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Ranunculus_arvensis",5.76,0.02102608696,40,4,12.3396714285714,NA,"tetraploid",NA,"no vegetative dispersal parts","Herbaceous","annual",NA
"Ranunculus_auricomus",12.765,0.038803332815,40,4,2.32315714285714,NA,NA,NA,NA,"Herbaceous",NA,NA
"Ranunculus_bulbosus",10.8133333333333,0.0558249725833333,50,2,3.12637962966667,19.72,"diploid","no","no vegetative dispersal parts","Herbaceous","pluriennial",NA
"Ranunculus_glacialis",5.06030833333333,0.044325,20,2,0.435,12.1993832156154,"diploid","no","basal lateral shoots","Herbaceous","pluriennial",NA
"Ranunculus_gramineus",NA,NA,40,2,NA,NA,NA,NA,"no vegetative dispersal parts","Herbaceous",NA,NA
"Ranunculus_kuepferi",2.156522034,NA,25,NA,1.548333333,16,NA,NA,"basal lateral shoots","Herbaceous",NA,"forbs"
"Ranunculus_lanuginosus",74.46,0.23614,70,4,2.075,NA,"tetraploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Ranunculus_montanus",NA,NA,NA,NA,NA,NA,NA,NA,"basal lateral shoots",NA,NA,NA
"Ranunculus_parnassifolius",NA,NA,7,NA,NA,NA,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Ranunculus_platanifolius",87.9766666666667,0.47136,90,NA,4.04175,20.565,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Ranunculus_polyanthemos",NA,NA,NA,NA,NA,NA,NA,NA,"basal lateral shoots",NA,NA,NA
"Ranunculus_repens",30.1818181818182,0.19394,30,4,2.32173888891667,18.7833333333333,"tetraploid","no","above-ground runners","Herbaceous","pluriennial",NA
"Ranunculus_seguieri",NA,NA,NA,NA,NA,NA,NA,NA,"basal lateral shoots",NA,NA,NA
"Ranunculus_trichophyllus",1.6,0.00578333333333333,NA,4,0.306066666666667,26.18,"hexaploid",NA,"above-ground shoots","Herbaceous","annual",NA
"Ranunculus_tuberosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rapunculus_hemisphaericus",NA,NA,12,NA,0.107666666666667,NA,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Rapunculus_orbicularis",3.628130973,NA,47.5,NA,0.199428571428571,20,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial","forbs"
"Rapunculus_spicatus",12.55,0.02694,80,NA,0.150815384615385,NA,"diploid","yes","basal lateral shoots","Herbaceous","pluriennial",NA
"Reseda_lutea",10.9,0.0593915360233333,60,NA,0.734419047619048,NA,"octoploid","yes","root shoots","Herbaceous","annual",NA
"Reseda_phyteuma",NA,NA,40,NA,1.74,NA,NA,NA,"no vegetative dispersal parts","Herbaceous",NA,NA
"Rhamnus_alpina",41.9866666666667,0.221981666666667,300,NA,NA,19.7585371916667,NA,NA,"no vegetative dispersal parts","Frutescent",NA,NA
"Rhamnus_cathartica",6.951,NA,400,NA,34.06382,18.28513391,"diploid",NA,"root shoots","Frutescent","pluriennial",NA
"Rhamnus_pumila",NA,NA,5,NA,NA,NA,"diploid",NA,"creeping shoots or espaliers","Frutescent","pluriennial",NA
"Rhamnus_saxatilis",NA,NA,100,NA,NA,NA,NA,NA,"no vegetative dispersal parts","Frutescent",NA,NA
"Rhaponticum_NA",NA,NA,NA,NA,NA,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Rhinanthus_alectorolophus",NA,NA,52.5,NA,3.4,21.03,"diploid",NA,"no vegetative dispersal parts","Herbaceous","annual",NA
"Rhinanthus_glacialis",NA,NA,40,NA,2.3382,NA,"diploid",NA,"no vegetative dispersal parts","Herbaceous","annual",NA
"Rhinanthus_minor",6.12866666666667,0.0269032395026667,30,2,2.48254761905556,23.705362834,"diploid",NA,"no vegetative dispersal parts","Herbaceous","annual",NA
"Rhinanthus_NA",NA,NA,40,NA,NA,NA,NA,NA,"no vegetative dispersal parts","Herbaceous",NA,NA
"Rhododendron_ferrugineum",NA,NA,70,NA,0.0266666666666667,NA,"diploid",NA,"above-ground shoots","Frutescent","pluriennial",NA
"Rhynchopera_paniculata",39.3,0.291502643,100,NA,0.777977777777778,14.13,NA,NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Ribes_alpinum",5.31,NA,150,2,94.0290571428571,16.385,"diploid",NA,"basal lateral shoots","Frutescent","pluriennial",NA
"Ribes_carpaticum",NA,NA,200,2,3.6945,NA,"diploid",NA,"basal lateral shoots","Frutescent","pluriennial",NA
"Ribes_uva-crispa",9.0048,0.009695,100,2,3.19706666666667,25.931984614,NA,NA,"basal lateral shoots","Frutescent","pluriennial",NA
"Rorippa_amphibia",128.53,0.3203,90,NA,0.762375,14.08,"tetraploid","no","below-ground runners","Herbaceous","pluriennial",NA
"Rorippa_islandica",NA,NA,8,NA,0.059096,NA,NA,NA,"root shoots","Herbaceous",NA,NA
"Rorippa_sylvestris",NA,NA,NA,NA,NA,NA,NA,NA,"below-ground runners",NA,NA,NA
"Rosa_agrestis",3.38,0.032785,200,NA,18.76616,10.415,"hexaploid",NA,"basal lateral shoots","Frutescent","pluriennial",NA
"Rosa_caesia",NA,NA,200,NA,15.261,11.9,"pentaploid",NA,"basal lateral shoots","Frutescent","pluriennial",NA
"Rosa_canina",NA,NA,NA,NA,NA,NA,"pentaploid",NA,"basal lateral shoots","Frutescent","pluriennial",NA
"Rosa_dumalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rosa_elliptica",10.78,0.087895,250,NA,19.24,11.94,"hexaploid",NA,"below-ground runners","Frutescent","pluriennial",NA
"Rosa_ferruginea",NA,NA,200,NA,10.67,11.09,"tetraploid",NA,"basal lateral shoots","Frutescent","pluriennial",NA
"Rosa_micrantha",NA,NA,250,NA,159.451772794286,NA,"hexaploid",NA,"below-ground runners","Frutescent","pluriennial",NA
"Rosa_montana",NA,NA,200,NA,NA,NA,NA,NA,"basal lateral shoots","Frutescent",NA,NA
"Rosa_NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rosa_pendulina",23.35,0.095955,200,NA,170.201,22.24,"tetraploid",NA,"below-ground runners","Frutescent","pluriennial",NA
"Rosa_rubiginosa",11.885,0.0939425,250,NA,15.21402,10.895,"pentaploid",NA,"basal lateral shoots","Frutescent","pluriennial",NA
"Rosa_spinosissima",7.39421538461538,0.0348748705707692,80,NA,17.6518571428571,22.1496137661538,NA,NA,"below-ground runners","Frutescent",NA,NA
"Rosa_villosa",NA,NA,NA,NA,NA,NA,NA,NA,"below-ground runners",NA,NA,NA
"Rubus_caesius",96.5533333333333,0.553580980866667,60,NA,3.68479075714286,NA,"tetraploid","yes","root shoots","Suffrutescent","pluriennial",NA
"Rubus_corylifolius",NA,NA,NA,NA,NA,14.2,NA,NA,NA,NA,NA,NA
"Rubus_fruticosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rubus_gremlii",NA,NA,NA,NA,NA,NA,NA,NA,"creeping shoots or espaliers",NA,NA,NA
"Rubus_idaeus",29.7,0.11095,110,NA,60.3177869565217,24.5633333333333,NA,"no","root shoots","Suffrutescent","pluriennial",NA
"Rubus_saxatilis",67.24,0.2899793781,35,NA,189.189666666667,32.92,"tetraploid","no","root shoots","Herbaceous","pluriennial",NA
"Rubus_tomentosus",NA,NA,80,2,3.89,NA,"diploid",NA,"root shoots","Suffrutescent","pluriennial",NA
"Rubus_ulmifolius",NA,NA,300,NA,2.58013333333333,11.91,"diploid",NA,"root shoots","Suffrutescent","pluriennial",NA
"Rumex_acetosa",20.0633333333333,0.128532104972,90,2,0.88198125,28.115,"diploid","no","basal lateral shoots","Herbaceous","pluriennial",NA
"Rumex_acetosella",NA,NA,NA,NA,NA,NA,NA,NA,"root shoots",NA,NA,NA
"Rumex_alpestris",NA,NA,90,NA,NA,NA,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Rumex_alpinus",NA,NA,120,NA,NA,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Rumex_crispus",62.9,0.2396959134,100,6,1.61183939393939,13.28,"hexaploid","yes","basal lateral shoots","Herbaceous","pluriennial",NA
"Rumex_obtusifolius",428.073333333333,1.449891121,100,4,1.39525,30.85,"tetraploid","no","root shoots","Herbaceous","pluriennial",NA
"Rumex_pseudoalpinus",NA,NA,120,NA,NA,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Rumex_scutatus",NA,NA,40,NA,1.38166666666667,NA,NA,NA,"below-ground runners","Herbaceous",NA,NA
"Ruyschiana_austriaca",NA,NA,40,NA,0.54,NA,NA,NA,"basal lateral shoots","Suffrutescent",NA,NA
"Sagina_glabra",0.025,NA,4,NA,0.008833333,15,NA,NA,"creeping shoots or espaliers","Herbaceous",NA,"forbs"
"Sagina_procumbens",0.08,0.000425,3,NA,0.0152619047142857,NA,"diploid",NA,"creeping shoots or espaliers","Herbaceous","pluriennial",NA
"Sagina_saginoides",NA,NA,NA,NA,NA,NA,NA,NA,"cushions",NA,NA,NA
"Salix_alba",NA,NA,NA,4,NA,NA,NA,NA,"above-ground shoots",NA,NA,NA
"Salix_appendiculata",13.985,0.0713225,600,NA,0.138,17.63,"diploid",NA,"above-ground shoots","Frutescent","pluriennial",NA
"Salix_aurita",6.05,NA,200,NA,NA,11.325,"diploid",NA,"above-ground shoots","Frutescent","pluriennial",NA
"Salix_breviserrata",NA,NA,50,NA,0.11,NA,"diploid",NA,"above-ground shoots","Frutescent","pluriennial",NA
"Salix_caprea",24.5488,NA,1000,2,0.0968,15.65720869,"diploid",NA,"above-ground shoots","Frutescent","pluriennial",NA
"Salix_cinerea",8.7925,0.152705,400,4,0.067,10.008,"tetraploid",NA,"above-ground shoots","Frutescent","pluriennial",NA
"Salix_daphnoides",5.86266666666667,0.033375,800,NA,0.14,17.1412219223077,"diploid",NA,"above-ground shoots","Frutescent","pluriennial",NA
"Salix_eleagnos",3.670125,0.0241416666666667,500,NA,NA,15.3230039366667,NA,NA,"above-ground shoots","Frutescent","pluriennial",NA
"Salix_foetida",NA,NA,80,NA,NA,NA,NA,NA,"above-ground shoots","Frutescent",NA,NA
"Salix_glaucosericea",NA,NA,110,NA,NA,NA,NA,NA,"above-ground shoots","Frutescent",NA,NA
"Salix_hastata",NA,NA,150,NA,0.1525,NA,"diploid",NA,"above-ground shoots","Frutescent","pluriennial",NA
"Salix_herbacea",1.11054333333333,0.00860538461538462,3,NA,0.21073333335,20.9560587985714,"diploid","no","creeping shoots or espaliers","Frutescent","pluriennial","forbs"
"Salix_laggeri",NA,NA,300,NA,NA,NA,NA,NA,"above-ground shoots","Frutescent",NA,NA
"Salix_myrsinifolia",1.38,NA,350,NA,NA,11.2725,"hexaploid",NA,"above-ground shoots","Frutescent","pluriennial",NA
"Salix_pentandra",10.64,0.04818,8000,NA,0.158,18.42,"tetraploid",NA,"above-ground shoots","Frutescent","pluriennial",NA
"Salix_purpurea",NA,NA,500,2,0.09,9.5,"diploid",NA,"above-ground shoots","Frutescent","pluriennial",NA
"Salix_repens",2.11714285714286,0.018876845245,80,NA,0.044,13.4433333333333,"diploid",NA,"creeping shoots or espaliers","Frutescent","pluriennial",NA
"Salix_reticulata",2.1566013072,0.0222,6,NA,0.117729166625,9.95753793857143,"diploid",NA,"creeping shoots or espaliers","Frutescent","pluriennial","forbs"
"Salix_retusa",1.299019608,NA,3,NA,0.293111111,12.7789967,"hexaploid",NA,"creeping shoots or espaliers","Frutescent","pluriennial","forbs"
"Salix_serpyllifolia",0.146142578,NA,3,NA,0.1626666665,9.3,"diploid",NA,"creeping shoots or espaliers","Frutescent","pluriennial","forbs"
"Salix_triandra",7.31,0.085765,500,2,0.02,11.7175,"diploid",NA,"above-ground shoots","Frutescent","pluriennial",NA
"Salvia_nubicola",117.75,0.21342,70,NA,3.88966666666667,54.74,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Salvia_pratensis",65.76,NA,60,NA,2.53714166666667,21.97,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Sambucus_ebulus",218.965,23559.8335190802,110,NA,30.6302444444444,17.84,"diploid","no","below-ground runners","Herbaceous","pluriennial",NA
"Sambucus_nigra",10.6845,NA,500,2,25.6845666666667,20.997017135,"diploid",NA,"basal lateral shoots","Frutescent","pluriennial",NA
"Sambucus_racemosa",131.533333333333,0.343105,300,2,12.4011666666667,28.75,"diploid",NA,"root shoots","Frutescent","pluriennial",NA
"Sanguisorba_minor",18.0134375,0.08410649399375,60,4,5.88978030304545,23.6030528846667,"tetraploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Sanguisorba_officinalis",23.7266666666667,0.105221954256667,105,NA,2.20584656085714,24.11,"octoploid","no","basal lateral shoots","Herbaceous","pluriennial",NA
"Sanicula_europaea",24.14,0.07091322567,25,NA,3.01463055555556,NA,"diploid","no","basal lateral shoots","Herbaceous","pluriennial",NA
"Saponaria_ocymoides",NA,NA,20,NA,3.0006,NA,"diploid",NA,"creeping shoots or espaliers","Herbaceous","pluriennial",NA
"Saponaria_officinalis",21.655,0.108266890165,60,NA,1.61759682538095,NA,"diploid",NA,"below-ground runners","Herbaceous","pluriennial",NA
"Satureja_montana",NA,NA,25,6,NA,NA,NA,NA,"no vegetative dispersal parts","Frutescent",NA,NA
"Satyrium_bifolium",24.315,0.09552,40,NA,NA,26.45,"diploid","no","no vegetative dispersal parts","Herbaceous","pluriennial",NA
"Saussurea_alpina",NA,NA,NA,NA,NA,NA,NA,NA,"basal lateral shoots",NA,NA,NA
"Saussurea_discolor",NA,NA,35,NA,NA,NA,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Saxifraga_aizoides",0.275,0.001695,20,NA,0.04975,10.99,"diploid","no","creeping shoots or espaliers","Suffrutescent","pluriennial",NA
"Saxifraga_androsacea",NA,NA,10,NA,0.037,NA,"14-ploid","no","basal lateral shoots","Herbaceous","pluriennial",NA
"Saxifraga_aspera",NA,NA,20,NA,0.01,NA,NA,NA,"above-ground shoots","Herbaceous",NA,NA
"Saxifraga_biflora",NA,NA,9,NA,NA,NA,NA,NA,"basal lateral shoots","Suffrutescent",NA,NA
"Saxifraga_bryoides",NA,NA,12,NA,0.03,NA,"diploid","no","cushions","Suffrutescent","pluriennial",NA
"Saxifraga_cuneifolia",NA,NA,NA,NA,NA,NA,NA,NA,"above-ground runners",NA,NA,NA
"Saxifraga_exarata",NA,NA,NA,NA,NA,NA,NA,NA,"basal lateral shoots","Suffrutescent",NA,NA
"Saxifraga_granulata",5.195,0.01805484695,40,3,0.03236,NA,"tetraploid","no","bulbs","Herbaceous","pluriennial",NA
"Saxifraga_moschata",NA,NA,12,NA,NA,NA,NA,NA,"basal lateral shoots","Suffrutescent",NA,NA
"Saxifraga_oppositifolia",NA,NA,6,NA,0.104408125,NA,"diploid","no","basal lateral shoots","Suffrutescent","pluriennial",NA
"Saxifraga_paniculata",0.640924674,0.00932,30,NA,0.05279166675,6.785,"tetraploid","no","basal lateral shoots","Suffrutescent","pluriennial","forbs"
"Saxifraga_retusa",NA,NA,6,NA,NA,NA,NA,NA,"cushions","Suffrutescent",NA,NA
"Saxifraga_rotundifolia",NA,NA,40,NA,0.043,NA,"diploid","no","no vegetative dispersal parts","Herbaceous","pluriennial",NA
"Scabiosa_columbaria",52.9333333333333,0.244462171073333,60,2,1.928,18.445,"diploid","no","basal lateral shoots","Herbaceous","pluriennial",NA
"Scabiosa_lucida",7.516339869,NA,60,NA,1.9275,17.5,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial","forbs"
"Scabiosa_triandra",NA,NA,55,NA,2.45,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Schoenus_nigricans",7.49,0.1343575,50,NA,72.77202,4.97,"diploid",NA,"tussocks, tufts","Herbaceous","pluriennial",NA
"Scirpus_sylvaticus",68.29,0.3014202531,80,NA,0.1254,19.19,"octoploid",NA,"below-ground runners","Herbaceous","pluriennial",NA
"Scleranthus_annuus",0.1,0.000633333333333333,15,NA,1.3053619047619,19.18,"tetraploid",NA,"no vegetative dispersal parts","Herbaceous","annual",NA
"Scleranthus_perennis",NA,NA,NA,NA,NA,NA,NA,NA,"basal lateral shoots",NA,NA,NA
"Scorzonera_austriaca",NA,NA,25,NA,6.2125,NA,"diploid","yes","basal lateral shoots","Herbaceous","pluriennial",NA
"Scorzonera_hispanica",26.12,0.19531,70,NA,9.0191,14,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Scorzoneroides_autumnalis",NA,NA,NA,NA,NA,NA,NA,NA,"basal lateral shoots",NA,NA,NA
"Scrophularia_canina",3.69,0.021045,80,NA,0.4625,17.145,"diploid","yes","basal lateral shoots","Herbaceous","pluriennial",NA
"Scrophularia_lucida",NA,NA,90,NA,NA,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Scrophularia_nodosa",81.66,0.3135979769,100,NA,0.101,NA,"tetraploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Scrophularia_peregrina",NA,NA,130,NA,NA,NA,NA,NA,"no vegetative dispersal parts","Herbaceous",NA,NA
"Securigera_varia",NA,NA,70,NA,3.49714285714286,NA,"diploid",NA,"root shoots","Herbaceous","pluriennial",NA
"Sedella_atrata",NA,NA,NA,NA,NA,NA,NA,NA,"no vegetative dispersal parts",NA,NA,NA
"Sedum_acre",NA,NA,8,NA,0.0374285714285714,5,"diploid",NA,"creeping shoots or espaliers","Herbaceous","pluriennial",NA
"Sedum_album",0.24,0.00163,15,2,0.0278,15.12,"diploid",NA,"above-ground shoots","Herbaceous","pluriennial",NA
"Sedum_alpestre",0.075,NA,8,NA,0.0215,10.7,"diploid",NA,"creeping shoots or espaliers","Herbaceous","pluriennial","forbs"
"Sedum_anacampseros",2.0251875,0.0104964583333333,30,NA,NA,20.1870081083333,NA,NA,"basal lateral shoots","Suffrutescent",NA,NA
"Sedum_annuum",0.13,0.00063,12,NA,0.01815,22.28,"diploid",NA,"no vegetative dispersal parts","Herbaceous","annual",NA
"Sedum_anopetalum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sedum_dasyphyllum",0.2,0.00082,10,NA,0.026,24.2,"hexaploid","no","above-ground shoots","Herbaceous","pluriennial",NA
"Sedum_ochroleucum",NA,NA,25,2,NA,NA,NA,NA,"creeping shoots or espaliers","Herbaceous",NA,NA
"Sedum_rupestre",0.36,0.00316,25,4,0.0525,17.61,"heptaploid",NA,"creeping shoots or espaliers","Suffrutescent","pluriennial",NA
"Sedum_sediforme",NA,NA,50,2,0.08,NA,NA,NA,"creeping shoots or espaliers","Suffrutescent",NA,NA
"Sedum_sexangulare",0.07,5e-04,15,NA,0.021,13.67,"diploid",NA,"creeping shoots or espaliers","Herbaceous","pluriennial",NA
"Selaginella_selaginoides",0.01,4e-05,8,NA,NA,27.25,"diploid","no","creeping shoots or espaliers","Herbaceous","pluriennial",NA
"Sempervivum_arachnoideum",0.59015625,0.00619166666666667,15,NA,0.029,10.4477910743333,"diploid","no","above-ground runners","Suffrutescent","pluriennial",NA
"Sempervivum_montanum",2.20698805,NA,20,NA,0.013111111,4.9,NA,NA,"above-ground runners","Suffrutescent",NA,"forbs"
"Sempervivum_tectorum",3.72803571428571,0.0447013333333333,50,NA,0.046,12.2351443865714,"tetraploid","no","above-ground runners","Suffrutescent","pluriennial",NA
"Senecio_doria",NA,NA,NA,NA,NA,NA,NA,NA,"basal lateral shoots",NA,NA,NA
"Senecio_doronicum",NA,NA,50,NA,0.84,NA,"octoploid","no","basal lateral shoots","Herbaceous","pluriennial",NA
"Senecio_erucifolius",22.855,0.14999878695,150,NA,0.3080625,13.4,"tetraploid","no","below-ground runners","Herbaceous","pluriennial",NA
"Senecio_incanus",1.090686275,0.0164541666666667,20,NA,0.836592592555556,12.96,"duodecaploid",NA,"basal lateral shoots","Herbaceous","pluriennial","forbs"
"Senecio_ovatus",NA,NA,NA,NA,NA,NA,NA,NA,"below-ground runners",NA,NA,NA
"Senecio_squalidus",NA,NA,60,NA,0.234,NA,NA,NA,"no vegetative dispersal parts","Herbaceous",NA,NA
"Senecio_viscosus",15.6,0.0681148457733333,70,NA,0.51815,NA,"tetraploid","yes","no vegetative dispersal parts","Herbaceous","annual",NA
"Serratula_tinctoria",46.36,0.16505529038,70,NA,2.55695625,24.33,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Seseli_annuum",NA,NA,NA,NA,NA,NA,NA,NA,"no vegetative dispersal parts",NA,NA,NA
"Sesleria_caerulea",4.8,NA,42.5,4,1.478925,10.807407955,NA,NA,"basal lateral shoots","Herbaceous",NA,"graminoids"
"Setaria_viridis",NA,NA,40,NA,NA,NA,NA,NA,"no vegetative dispersal parts","Herbaceous",NA,NA
"Sibbaldia_procumbens",1.68281682995122,0.011252380952381,5,NA,0.481926315789474,18.035,"diploid","no","basal lateral shoots","Herbaceous","pluriennial","forbs"
"Silaum_silaus",58.88,0.3182785388,90,NA,1.9075625,NA,"diploid",NA,"basal lateral shoots","Herbaceous","pluriennial",NA
"Silene_acaulis",NA,NA,NA,NA,NA,NA,"diploid","yes","root shoots","Suffrutescent","pluriennial","forbs"
"Silene_armeria",4.06,0.0059,45,NA,0.1353,32.65,"diploid",NA,"no vegetative dispersal parts","Herbaceous","annual",NA
"Silene_dioica",35.33,0.07328121435,70,2,0.764684545454545,43.43,"diploid","no","root shoots","Herbaceous","pluriennial",NA
"Silene_flos-cuculi",NA,NA,80,NA,NA,NA,NA,NA,"below-ground runners","Herbaceous",NA,NA
"Silene_flos-jovis",NA,NA,50,NA,NA,NA,NA,NA,"basal lateral shoots","Herbaceous",NA,NA
"Silene_italica",NA,NA,70,NA,0.663672727272727,NA,"diploid",NA,"basal lateral shoots","Herbaceous","biennial",NA
"Silene_latifolia",NA,NA,NA,2,NA,NA,NA,NA,"root shoots",NA,NA,NA
"Silene_nutans",NA,NA,NA,NA,NA,NA,NA,NA,"basal lateral shoots",NA,NA,NA
"Silene_otites",1.985,0.021195,130,NA,0.2402,13.01,"diploid","yes","root shoots","Herbaceous","biennial",NA
"Silene_saxifraga",NA,NA,20,NA,0.33,NA,NA,NA,"creeping shoots or espaliers","Suffrutescent",NA,NA
"Silene_vallesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Silene_vulgaris",NA,NA,NA,NA,NA,NA,NA,NA,"root shoots",NA,NA,NA
