"","PHLAWD Input Name","TNRS iPlant Taxonomy","GenBank Taxonomy ID","GenBank Taxonomy","ITS","trnTLF","rbcL","matK","atpB","Alps Phylogeny","TaxRef v.9","Alien Origin","Endemic","Regional","All Summits","LGM","Aiguille du plat de la Selle","Barre des Ecrins","la Meije","le Sirac","les Rouies","Olan","Mont Pelvoux","Occidentale.Ailefroide","Point Brevoort","Pointes de Burlan","Rocher de la Selle","Tour Choisy","Tete de la Muraillette","le Rateau","Signal de Lauvitel"
"777","Juniperus_communis","Juniperus_communis",58039,"Juniperus_communis_var__communis","NA","307602515","NA","NA","NA",1,"Juniperus_communis","",0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
"781","Juniperus_sibirica",NA,NA,NA,NA,NA,NA,NA,NA,0,"Juniperus_communis_subsp._nana","",0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0
"778","Juniperus_sabina","Juniperus_sabina",224740,"Juniperus_sabina_var__davurica","NA","NA","NA","669206199","NA",1,"Juniperus_sabina","",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"779","Juniperus_sabina","Juniperus_sabina",224740,"Juniperus_sabina","570339051","289547083","NA","NA","NA",1,"Juniperus_sabina","",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"780","Juniperus_sabina","Juniperus_sabina",224740,"Juniperus_sabina_var__arenaria","NA","NA","307602172","NA","NA",1,"Juniperus_sabina","",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"782","Kernera_saxatilis",NA,NA,NA,NA,NA,NA,NA,NA,0,"Kernera_saxatilis","",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"783","Knautia_arvensis","Knautia_arvensis",105271,"Knautia_arvensis","594615228","225055688","379034777","379039250","NA",1,"Knautia_arvensis","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"784","Knautia_dipsacifolia","Knautia_dipsacifolia",596799,"Knautia_dipsacifolia","223587169","225055686","557836316","NA","NA",1,"Knautia_dipsacifolia","",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"787","Koeleria_cenisia",NA,NA,NA,NA,NA,NA,NA,NA,0,"Koeleria_cenisia","",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"788","Koeleria_pyramidata","Koeleria_pyramidata",49772,"Koeleria_pyramidata","85002205","119553731","57283803","119553597","NA",1,"Koeleria_pyramidata","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"789","Koeleria_vallesiana","Koeleria_vallesiana",366483,"Koeleria_vallesiana_subsp__castellana","107857684","NA","NA","NA","NA",1,"Koeleria_vallesiana","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"790","Koeleria_vallesiana","Koeleria_vallesiana",366483,"Koeleria_vallesiana","NA","108863233","733451900","471184575","NA",1,"Koeleria_vallesiana","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"791","Laburnum_alpinum",NA,NA,NA,NA,NA,NA,NA,NA,0,"Laburnum_alpinum","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"792","Laburnum_anagyroides","Laburnum_anagyroides",49828,"Laburnum_anagyroides_subsp__anagyroides","NA","NA","NA","406034374","NA",1,"Laburnum_anagyroides","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"793","Laburnum_anagyroides","Laburnum_anagyroides",49828,"Laburnum_anagyroides","33112941","90903842","817992054","NA","NA",1,"Laburnum_anagyroides","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"794","Lactuca_alpina",NA,NA,NA,NA,NA,NA,NA,NA,0,"Lactuca_alpina","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"795","Lactuca_muralis","Lactuca_muralis",75960,"Lactuca_muralis","3901076","NA","817992156","379041854","NA",1,"Lactuca_muralis","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"796","Lactuca_perennis","Lactuca_perennis",43195,"Lactuca_perennis","3901054","571054390","NA","111379033","NA",1,"Lactuca_perennis","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"797","Lactuca_serriola","Lactuca_serriola",75943,"Lactuca_serriola","571053894","262475097","817992056","264667048","NA",1,"Lactuca_serriola","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"798","Lamium_amplexicaule","Lamium_amplexicaule",53160,"Lamium_amplexicaule_var__amplexicaule","NA","351862658","NA","352005250","NA",1,"Lamium_amplexicaule","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"799","Lamium_amplexicaule","Lamium_amplexicaule",53160,"Lamium_amplexicaule","449076117","NA","3355769","NA","6688489",1,"Lamium_amplexicaule","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1069","Polichia_galeobdolon",NA,NA,NA,NA,NA,NA,NA,NA,0,"Lamium_galeobdolon","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"800","Lamium_garganicum","Lamium_garganicum",53162,"Lamium_garganicum","NA","NA","3355773","NA","NA",1,"Lamium_garganicum","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"801","Lamium_garganicum","Lamium_garganicum",53162,"Lamium_garganicum_subsp__corsicum","NA","NA","NA","352005262","NA",1,"Lamium_garganicum","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"802","Lamium_garganicum","Lamium_garganicum",53162,"Lamium_garganicum_subsp__garganicum","449076121","351862688","NA","NA","NA",1,"Lamium_garganicum","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"803","Lamium_maculatum","Lamium_maculatum",53163,"Lamium_maculatum","550600349","351862702","3355775","32811727","NA",1,"Lamium_maculatum","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"804","Lamium_purpureum","Lamium_purpureum",53164,"Lamium_purpureum","449076114","NA","3355777","335059914","335060108",1,"Lamium_purpureum","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"805","Lamium_purpureum","Lamium_purpureum",53164,"Lamium_purpureum_var__hybridum","NA","351862696","NA","NA","NA",1,"Lamium_purpureum","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"806","Lappula_squarrosa","Lappula_squarrosa",203740,"Lappula_squarrosa","399606288","296144066","578897926","402173121","24940189",1,"Lappula_squarrosa","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"807","Lapsana_communis","Lapsana_communis",268080,"Lapsana_communis","307149596","NA","817992064","607345076","NA",1,"Lapsana_communis","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"808","Larix_decidua","Larix_decidua",71402,"Larix_decidua","NA","27462494","6683221","NA","NA",1,"Larix_decidua","",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"809","Laserpitium_gallicum","Laserpitium_gallicum",571622,"Laserpitium_gallicum_subsp__orospedanum","211907711","NA","NA","NA","NA",1,"Laserpitium_gallicum","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"810","Laserpitium_halleri","Laserpitium_halleri",571627,"Laserpitium_halleri","211907715","NA","NA","NA","NA",1,"Laserpitium_halleri","",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"811","Laserpitium_latifolium","Laserpitium_latifolium",48039,"Laserpitium_latifolium","211907716","667668297","557836311","667667948","NA",1,"Laserpitium_latifolium","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"812","Laserpitium_siler","Laserpitium_siler",40869,"Laserpitium_siler","674781504","NA","NA","NA","NA",1,"Laserpitium_siler","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1040","Pisum_heterophyllum",NA,NA,NA,NA,NA,NA,NA,NA,0,"Lathyrus_heterophyllus","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"813","Lathyrus_latifolius","Lathyrus_latifolius",154494,"Lathyrus_latifolius","807268747","807268865","685847204","21929960","NA",1,"Lathyrus_latifolius","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"814","Lathyrus_linifolius","Lathyrus_linifolius",313096,"Lathyrus_linifolius","59799666","59859829","379037282","379038106","NA",1,"Lathyrus_linifolius","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"815","Lathyrus_ochraceus",NA,NA,NA,NA,NA,NA,NA,NA,0,"Lathyrus_ochraceus","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"816","Lathyrus_pratensis","Lathyrus_pratensis",254779,"Lathyrus_pratensis","440234439","440233740","41056410","440233892","NA",1,"Lathyrus_pratensis","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"817","Lathyrus_sphaericus","Lathyrus_sphaericus",3861,"Lathyrus_sphaericus","440234456","440233752","399659499","440233908","NA",1,"Lathyrus_sphaericus","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"818","Lathyrus_sylvestris","Lathyrus_sylvestris",313117,"Lathyrus_sylvestris","440234460","440233754","484849399","379039590","NA",1,"Lathyrus_sylvestris","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"819","Lathyrus_vernus","Lathyrus_vernus",313120,"Lathyrus_vernus","440234470","440233762","NA","701462325","NA",1,"Lathyrus_vernus","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"820","Lavandula_angustifolia","Lavandula_angustifolia",39329,"Lavandula_angustifolia","258588981","294999931","671544","294335279","NA",1,"Lavandula_angustifolia","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"823","Leontodon_crispus","Leontodon_crispus",212687,"Leontodon_crispus","91983009","93278217","NA","29243716","NA",1,"Leontodon_crispus","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"824","Leontodon_hirtus",NA,NA,NA,NA,NA,NA,NA,NA,0,"Leontodon_hirtus","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"825","Leontodon_hispidus","Leontodon_hispidus",58660,"Leontodon_hispidus","337730110","29423251","379033074","379037922","NA",1,"Leontodon_hispidus","",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"827","Leontopodium_brachyactis","Leontopodium_brachyactis",487752,"Leontopodium_brachyactis","NA","166407464","NA","NA","NA",1,"Leontopodium_brachyactis","Himaya",0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"829","Leucanthemopsis_alpina","Leucanthemopsis_alpina",133253,"Leucanthemopsis_alpina","695133261","NA","NA","NA","NA",1,"Leucanthemopsis_alpina","",0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"830","Leucanthemum_adustum",NA,NA,NA,NA,NA,NA,NA,NA,0,"Leucanthemum_adustum","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"831","Leucanthemum_atratum",NA,NA,NA,NA,NA,NA,NA,NA,0,"Leucanthemum_atratum","",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"832","Leucanthemum_pallens",NA,NA,NA,NA,NA,NA,NA,NA,0,"Leucanthemum_pallens","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"833","Leucanthemum_vulgare","Leucanthemum_vulgare",99072,"Leucanthemum_vulgare","156616958","261863616","41056413","315140637","NA",1,"Leucanthemum_vulgare","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"834","Ligustrum_vulgare","Ligustrum_vulgare",13597,"Ligustrum_vulgare","164460239","15637301","108773701","335058825","335059314",1,"Ligustrum_vulgare","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"835","Lilium_bulbiferum","Lilium_bulbiferum",84044,"Lilium_bulbiferum","3851562","NA","7768629","NA","NA",1,"Lilium_bulbiferum","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"836","Lilium_martagon","Lilium_martagon",82322,"Lilium_martagon_var__pilosiusculum","300836789","NA","NA","NA","NA",1,"Lilium_martagon","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"837","Lilium_martagon","Lilium_martagon",82322,"Lilium_martagon","NA","NA","733452237","677282112","NA",1,"Lilium_martagon","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"758","Jonorchis_abortiva",NA,NA,NA,NA,NA,NA,NA,NA,0,"Limodorum_abortivum","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"839","Linaria_alpina","Linaria_alpina",299780,"Linaria_alpina","393193072","379061173","557836597","156712581","NA",1,"Linaria_alpina","",0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"840","Linaria_angustissima","Linaria_angustissima",1315780,"Linaria_angustissima","476006019","NA","NA","NA","NA",1,"Linaria_angustissima","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"841","Linaria_repens","Linaria_repens",299782,"Linaria_repens","476006030","562744936","379033506","379039482","NA",1,"Linaria_repens","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"842","Linaria_simplex","Linaria_simplex",1138105,"Linaria_simplex","393193111","379061251","NA","NA","NA",1,"Linaria_simplex","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"843","Linum_alpinum","Linum_alpinum",1000420,"Linum_alpinum","NA","NA","557836417","NA","NA",1,"Linum_alpinum","",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"844","Linum_catharticum","Linum_catharticum",524254,"Linum_catharticum","224472418","674277786","237636962","379040786","NA",1,"Linum_catharticum","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"845","Linum_suffruticosum","Linum_suffruticosum",586395,"Linum_suffruticosum","224472417","219552022","237637001","315064759","NA",1,"Linum_suffruticosum","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"846","Linum_tenuifolium","Linum_tenuifolium",586397,"Linum_tenuifolium","224472414","219552024","237637007","406034036","NA",1,"Linum_usitatissimum_subsp._angustifolium","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"849","Lithospermum_officinale","Lithospermum_officinale",475907,"Lithospermum_officinale","601105919","239836073","578898062","601101235","NA",1,"Lithospermum_officinale","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"851","Lolium_perenne","Lolium_perenne",4522,"Lolium_perenne_subsp__perenne","NA","74133838","57283865","NA","NA",1,"Lolium_perenne","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"852","Lolium_perenne","Lolium_perenne",4522,"Lolium_perenne","240017971","NA","NA","119553598","110915663",1,"Lolium_perenne","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"853","Lomelosia_graminifolia","Lomelosia_graminifolia",596804,"Lomelosia_graminifolia","223587194","225055710","NA","NA","NA",1,"Lomelosia_graminifolia","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"854","Lonicera_caerulea","Lonicera_caerulea",134520,"Lonicera_caerulea_var__edulis","149207759","28172943","NA","NA","NA",1,"Lonicera_caerulea","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"855","Lonicera_etrusca","Lonicera_etrusca",245821,"Lonicera_etrusca","209902252","NA","NA","34863530","NA",1,"Lonicera_etrusca","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"856","Lonicera_nigra","Lonicera_nigra",486680,"Lonicera_nigra","163644808","308051850","NA","NA","NA",1,"Lonicera_nigra","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"857","Lonicera_webbiana","Lonicera_webbiana",1043444,"Lonicera_webbiana","NA","NA","343188002","351585101","NA",1,"Lonicera_webbiana","Himaya",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"858","Lonicera_xylosteum","Lonicera_xylosteum",439142,"Lonicera_xylosteum","163644830","308051852","733452056","315259906","NA",1,"Lonicera_xylosteum","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"861","Lotus_corniculatus","Lotus_corniculatus",47247,"Lotus_corniculatus","391225683","302584569","817992108","379038808","11120585",1,"Lotus_corniculatus","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"860","Lotus_alpinus","Lotus_alpinus",347376,"Lotus_alpinus","76365351","NA","NA","NA","NA",1,"Lotus_corniculatus_subsp._alpinus","",0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1
"862","Lotus_delortii","Lotus_delortii",347998,"Lotus_delortii","77176604","NA","NA","NA","NA",1,"Lotus_corniculatus_subsp._delortii","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1406","Tetragonolobus_maritimus","Lotus_maritimus",118937,"Lotus_maritimus","7341121","NA","817992396","NA","NA",1,"Lotus_maritimus","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"863","Lunaria_annua","Lunaria_annua",153659,"Lunaria_annua","525672696","NA","404243881","406034394","NA",1,"Lunaria_annua","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"864","Lunaria_rediviva","Lunaria_rediviva",283746,"Lunaria_rediviva","255761665","NA","NA","NA","NA",1,"Lunaria_rediviva","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"865","Luzula_alpinopilosa","Luzula_alpinopilosa",630085,"Luzula_alpinopilosa","226358797","259585068","NA","NA","NA",1,"Luzula_alpinopilosa","",0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1
"866","Luzula_campestris","Luzula_campestris",218141,"Luzula_campestris","226358826","38565330","379037548","379040486","NA",1,"Luzula_campestris","",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"867","Luzula_lutea","Luzula_lutea",630107,"Luzula_lutea","226358791","259585064","NA","NA","NA",1,"Luzula_lutea","",0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1
"868","Luzula_luzulina","Luzula_luzulina",223695,"Luzula_luzulina","226358854","259585108","30421691","NA","NA",1,"Luzula_luzulina","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"870","Luzula_multiflora","Luzula_multiflora",178423,"Luzula_multiflora","NA","33637495","379037078","379040958","21684900",1,"Luzula_multiflora","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"871","Luzula_multiflora","Luzula_multiflora",178423,"Luzula_multiflora_subsp__snogerupii","259585115","NA","NA","NA","NA",1,"Luzula_multiflora","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"872","Luzula_nivea","Luzula_nivea",223697,"Luzula_nivea","NA","38565317","30421727","NA","NA",1,"Luzula_nivea","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"873","Luzula_nutans",NA,NA,NA,NA,NA,NA,NA,NA,0,"Luzula_pediformis","",0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"874","Luzula_spicata","Luzula_spicata",223703,"Luzula_spicata","226358809","38565326","459993906","675272435","NA",1,"Luzula_spicata","",0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1
"875","Luzula_sudetica","Luzula_sudetica",223705,"Luzula_sudetica","62526599","38565333","30421721","NA","NA",1,"Luzula_sudetica","",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"869","Luzula_maxima",NA,NA,NA,NA,NA,NA,NA,NA,0,"Luzula_sylvatica","",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"876","Luzula_sylvatica","Luzula_sylvatica",59018,"Luzula_sylvatica","226358795","33637496","557836370","379042286","NA",1,"Luzula_sylvatica","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1340","Silene_flos_cuculi","Silene_flos_cuculi",42036,"Silene_flos-cuculi","703623993","312182247","379036868","379041908","NA",1,"Lychnis_flos-cuculi","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1341","Silene_flos_jovis","Silene_flos_jovis",39858,"Silene_flos-jovis","62870744","NA","NA","62870826","NA",1,"Lychnis_flos-jovis","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"877","Lycopus_europaeus","Lycopus_europaeus",260603,"Lycopus_europaeus_var__exaltatus","42556306","NA","NA","NA","NA",1,"Lycopus_europaeus","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"878","Lycopus_europaeus","Lycopus_europaeus",260603,"Lycopus_europaeus","NA","294999937","379036300","58045265","NA",1,"Lycopus_europaeus","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"879","Lysimachia_arvensis",NA,NA,NA,NA,NA,NA,NA,NA,0,"Lysimachia_arvensis","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"828","Lerouxia_nemorum",NA,NA,NA,NA,NA,NA,NA,NA,0,"Lysimachia_nemorum","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"880","Lysimachia_vulgaris","Lysimachia_vulgaris",191068,"Lysimachia_vulgaris","33334275","33334321","379036296","607345092","NA",1,"Lysimachia_vulgaris","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"881","Lythrum_salicaria","Lythrum_salicaria",13129,"Lythrum_salicaria","21303299","NA","817992120","315140657","14718116",1,"Lythrum_salicaria","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"882","Macrosyringion_glutinosum","Macrosyringion_glutinosum",1005690,"Macrosyringion_glutinosum","402536078","NA","NA","402536056","NA",1,"Macrosyringion_glutinosum","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"883","Maianthemum_bifolium","Maianthemum_bifolium",191662,"Maianthemum_bifolium","343405414","22796684","519671008","313756552","499069367",1,"Maianthemum_bifolium","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"884","Malus_domestica","Malus_x",3750,"Malus_x_domestica","6630880","400530342","817992124","69608714","NA",0,"Malus_domestica","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"885","Malus_sylvestris","Malus_sylvestris",3752,"Malus_sylvestris","380855488","255683077","379062250","384598856","NA",1,"Malus_sylvestris","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"886","Malva_alcea","Malva_alcea",446150,"Malva_alcea","148576533","NA","240253204","169798620","NA",1,"Malva_alcea","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"887","Malva_moschata","Malva_moschata",446345,"Malva_moschata","148576534","726966081","379036290","169798624","NA",1,"Malva_moschata","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"888","Matricaria_matricarioides","Matricaria_matricarioides",56017,"Matricaria_matricarioides","11558324","4154140","342196459","21629807","NA",1,"Matricaria_discoidea","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"889","Medicago_lupulina","Medicago_lupulina",47085,"Medicago_lupulina","298570049","298570122","41056421","469476534","NA",1,"Medicago_lupulina","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"890","Medicago_minima","Medicago_minima",70957,"Medicago_minima","298570050","298570123","667668084","300390523","NA",1,"Medicago_minima","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1459","Trigonella_monspeliaca","Medicago_monspeliaca",70959,"Medicago_monspeliaca","30230676","NA","NA","295694653","NA",1,"Medicago_monspeliaca","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"891","Medicago_sativa","Medicago_sativa",3879,"Medicago_sativa","410934465","298570124","11737","NA","5679308",1,"Medicago_sativa","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"892","Medicago_sativa","Medicago_sativa",3879,"Medicago_sativa_subsp__caerulea","NA","NA","NA","300390541","NA",1,"Medicago_sativa","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"893","Melampyrum_sylvaticum","Melampyrum_sylvaticum",86092,"Melampyrum_sylvaticum","194307487","260080019","379035786","6650054","NA",1,"Melampyrum_sylvaticum","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"894","Melica_ciliata","Melica_ciliata",52156,"Melica_ciliata","346642370","346642418","685212182","685212410","NA",1,"Melica_ciliata","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"895","Melica_nutans","Melica_nutans",860324,"Melica_nutans","341872788","NA","379037422","379041096","NA",1,"Melica_nutans","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"896","Melica_uniflora","Melica_uniflora",29686,"Melica_uniflora","NA","119553735","57283805","379041226","NA",1,"Melica_uniflora","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"897","Melilotus_albus","Melilotus_albus",47082,"Melilotus_albus","85724127","297306051","313664306","295694667","NA",1,"Melilotus_albus","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"900","Melittis_melissophyllum","Melittis_melissophyllum",457147,"Melittis_melissophyllum","537368602","357241246","379037218","379038716","NA",1,"Melittis_melissophyllum","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"901","Mentha_aquatica","Mentha_aquatica",190902,"Mentha_aquatica","685979060","53654114","316994990","340512891","NA",1,"Mentha_aquatica","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"902","Mentha_arvensis","Mentha_arvensis",292239,"Mentha_arvensis","530692908","53654115","379037216","379042154","NA",1,"Mentha_arvensis","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"903","Mentha_longifolia","Mentha_longifolia",38859,"Mentha_longifolia","56068933","53654123","671554","371754324","NA",1,"Mentha_longifolia","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1393","Synema_perenne",NA,NA,NA,NA,NA,NA,NA,NA,0,"Mercurialis_perennis","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"905","Meum_athamanticum","Meum_athamanticum",82093,"Meum_athamanticum","5852232","NA","379031291","379038856","NA",1,"Meum_athamanticum","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"906","Micranthes_stellaris","Micranthes_stellaris",90614,"Micranthes_stellaris","495021299","14248872","495021307","379038782","NA",1,"Micranthes_stellaris","",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"907","Microthlaspi_perfoliatum","Thlaspi_perfoliatum",126278,"Thlaspi_perfoliatum","525672662","37195442","NA","12002398","NA",1,"Microthlaspi_perfoliatum","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
