"","species","ITS","trnTLF","rbcL","matK","atpB"
"Rosa_dumalis","Rosa_dumalis","158198596","NA","NA","NA","NA"
"Rosa_eglanteria","Rosa_eglanteria","158198593","752822273","379036326","3551088","NA"
"Rosa_elliptica","Rosa_elliptica","830002388","752822228","NA","NA","NA"
"Rosa_micrantha","Rosa_micrantha","58577400","752822254","379035802","379039634","NA"
"Rosa_montana","Rosa_montana","830002451","752822255","NA","NA","NA"
"Rosa_pendulina","Rosa_pendulina","830002479","752822265","NA","3551100","NA"
"Rosa_spinosissima","Rosa_spinosissima","830002481","752822267","379036318","13358701","NA"
"Rosa_villosa","Rosa_villosa","58577385","752822299","NA","NA","NA"
"Rubus_caesius","Rubus_caesius","3043983","555685554","379035902","686984333","NA"
"Rubus_fruticosus","Rubus_fruticosus","686984985","686984464","379035960","372490692","NA"
"Rubus_idaeus","Rubus_idaeus","15208629","NA","533065","686984347","NA"
"Rubus_idaeus_subsp__strigosus","Rubus_idaeus","NA","124265028","NA","NA","NA"
"Rubus_saxatilis","Rubus_saxatilis","3043954","124265023","379032216","NA","NA"
"Rubus_ulmifolius","Rubus_ulmifolius","686985115","555685555","291201208","686984303","NA"
"Rumex_acetosa","Rumex_acetosa","397880855","111380129","545899265","379041788","NA"
"Rumex_acetosella","Rumex_acetosella","6164901","260080321","379036572","379037840","NA"
"Rumex_alpestris","Rumex_alpestris","NA","NA","545899277","545899317","NA"
"Rumex_crispus","Rumex_crispus","342356524","376373225","379036148","315140795","NA"
"Rumex_obtusifolius","Rumex_obtusifolius","284811173","726966093","NA","379041022","NA"
"Rumex_obtusifolius_subsp__obtusifolius","Rumex_obtusifolius","NA","NA","404244067","NA","NA"
"Rumex_scutatus","Rumex_scutatus","NA","73475941","NA","NA","NA"
"Sagina_procumbens","Sagina_procumbens","62870719","550826571","379036248","340512863","NA"
"Sagina_saginoides","Sagina_saginoides","598699098","260080332","409976929","407909857","NA"
"Salix_alba","Salix_alba","555235778","118918092","4586643","194271161","NA"
"Salix_aurita","Salix_aurita","NA","NA","379034269","379037728","NA"
"Salix_caprea","Salix_caprea","NA","15991353","379034257","607345148","NA"
"Salix_cinerea","Salix_cinerea","NA","571273236","379035968","379039928","NA"
"Salix_daphnoides","Salix_daphnoides","NA","NA","359811748","NA","NA"
"Salix_elaeagnos","Salix_elaeagnos","NA","NA","667487458","667485726","NA"
"Salix_hastata","Salix_hastata","NA","260080347","4586655","459930526","NA"
"Salix_herbacea","Salix_herbacea","126140505","260080348","557836475","194271149","NA"
"Salix_myrsinifolia","Salix_myrsinifolia","NA","NA","289541087","290563792","NA"
"Salix_pentandra","Salix_pentandra","555235816","118918095","4586665","194271174","NA"
"Salix_purpurea","Salix_purpurea","290874570","118918097","379033364","50345555","NA"
"Salix_repens","Salix_repens","NA","NA","379036570","379041700","NA"
"Salix_reticulata","Salix_reticulata","126140511","111380135","4586669","194271151","8452771"
"Salix_retusa","Salix_retusa","5912382","NA","557836477","NA","NA"
"Salix_serpyllifolia","Salix_serpyllifolia","5912383","NA","NA","NA","NA"
"Salix_triandra","Salix_triandra","555235828","675583631","359815497","194271178","NA"
"Salvia_nubicola","Salvia_nubicola","NA","NA","46326357","NA","NA"
"Salvia_pratensis","Salvia_pratensis","666671149","376373226","1419257","379040092","NA"
"Sambucus_ebulus","Sambucus_ebulus","NA","109137817","379037348","379042244","NA"
"Sambucus_ebulus_subsp__africana","Sambucus_ebulus","1850565","NA","NA","NA","NA"
"Sambucus_nigra","Sambucus_nigra","99028984","109137814","507914149","242801051","8452744"
"Sambucus_racemosa","Sambucus_racemosa","339780615","17980582","642989787","20530881","NA"
"Sanguisorba_minor","Sanguisorba_minor","49037124","49175451","379034569","20373002","NA"
"Sanguisorba_officinalis","Sanguisorba_officinalis","49037127","49175452","41056437","20373006","NA"
"Sanicula_europaea","Sanicula_europaea","3075427","305672460","75758098","379039872","NA"
"Saponaria_ocymoides","Saponaria_ocymoides","62870754","239837521","NA","240266124","NA"
"Saponaria_officinalis","Saponaria_officinalis","62870755","NA","817992316","340512867","NA"
"Satureja_montana","Satureja_montana","294999901","62002140","1480410","58045291","NA"
"Saussurea_alpina","Saussurea_alpina","42821363","500050176","500049852","501418481","NA"
"Saussurea_discolor","Saussurea_discolor","356649933","40204741","500049855","501418483","NA"
"Saxifraga_aizoides","Saxifraga_aizoides","30315224","14248857","459995824","459930642","NA"
"Saxifraga_androsacea","Saxifraga_androsacea","9971838","NA","NA","NA","NA"
"Saxifraga_biflora","Saxifraga_biflora","30315223","NA","NA","NA","NA"
"Saxifraga_cuneifolia","Saxifraga_cuneifolia","NA","NA","495021309","NA","NA"
"Saxifraga_granulata","Saxifraga_granulata","25991941","NA","379034655","NA","NA"
"Saxifraga_moschata","Saxifraga_moschata","9971863","NA","557836467","NA","NA"
"Saxifraga_oppositifolia","Saxifraga_oppositifolia","NA","14248852","459086","459930718","NA"
"Saxifraga_oppositifolia_subsp__smalliana","Saxifraga_oppositifolia","30315221","NA","NA","NA","NA"
"Saxifraga_paniculata","Saxifraga_paniculata","5814061","260080414","459995956","459930722","NA"
"Saxifraga_rotundifolia","Saxifraga_rotundifolia","5814043","14248853","541049854","NA","NA"
"Scabiosa_columbaria","Scabiosa_columbaria","33299990","225055691","379033102","20530901","305671616"
"Scabiosa_lucida","Scabiosa_lucida","380855964","NA","557836318","NA","NA"
"Scabiosa_triandra","Scabiosa_triandra","380855960","380508567","404244089","406034692","NA"
"Schoenus_nigricans","Schoenus_nigricans","537392274","70795161","379037476","379042342","NA"
"Scirpus_sylvaticus","Scirpus_sylvaticus","NA","NA","379037472","675440429","NA"
"Scirpus_sylvaticus_var__maximowiczii","Scirpus_sylvaticus","NA","343131504","NA","NA","NA"
"Scleranthus_annuus","Scleranthus_annuus","566077798","239837525","379035748","82400495","NA"
"Scleranthus_perennis","Scleranthus_perennis","62870764","239837527","379035744","47498919","NA"
"Scorzonera_austriaca","Scorzonera_austriaca","514218638","514218782","290585973","910279378","NA"
"Scorzonera_hispanica","Scorzonera_hispanica","41323282","6958287","NA","NA","NA"
"Scorzonera_hispanica_subsp__crispatula","Scorzonera_hispanica","NA","NA","NA","54021660","NA"
"Scorzoneroides_autumnalis","Scorzoneroides_autumnalis","NA","29423249","379033681","379039172","NA"
"Scorzoneroides_autumnalis_subsp__borealis","Scorzoneroides_autumnalis","259122076","NA","NA","NA","NA"
"Scorzoneroides_pyrenaica","Scorzoneroides_pyrenaica","259122087","NA","NA","99078869","NA"
"Scrophularia_canina","Scrophularia_canina","NA","41323418","NA","156712573","NA"
"Scrophularia_canina_subsp__canina","Scrophularia_canina","550849120","NA","404244093","NA","NA"
"Scrophularia_nodosa","Scrophularia_nodosa","317016105","524852715","379034003","379042394","NA"
"Scrophularia_peregrina","Scrophularia_peregrina","20339367","524852725","NA","20339406","NA"
"Securigera_varia","Securigera_varia","7341153","667668278","2342933","23477677","NA"
"Sedum_acre","Sedum_acre","NA","311430","379036422","NA","NA"
"Sedum_album","Sedum_album","NA","311431","379032888","607345156","NA"
"Sedum_dasyphyllum","Sedum_dasyphyllum","NA","NA","NA","13568570","NA"
"Sedum_maximum","Sedum_maximum","NA","NA","667668138","NA","NA"
"Sedum_maximum_subsp__maximum","Sedum_maximum","NA","NA","NA","406034366","NA"
"Sedum_rupestre","Sedum_rupestre","697355760","667668323","607344892","607345158","NA"
"Sedum_sediforme","Sedum_sediforme","NA","396287","NA","13568546","NA"
"Sedum_sexangulare","Sedum_sexangulare","255761560","667668326","607344894","607345160","NA"
"Sempervivum_tectorum","Sempervivum_tectorum","697355943","NA","733452187","13568589","NA"
"Senecio_doria","Senecio_doria","429489106","429842225","NA","21425815","NA"
"Senecio_doronicum","Senecio_doronicum","429489295","429842246","557836266","429842071","NA"
"Senecio_squalidus","Senecio_squalidus","910278988","366985705","NA","910279370","NA"
"Senecio_viscosus","Senecio_viscosus","7636216","124001966","NA","23323481","NA"
"Serratula_tinctoria","Serratula_tinctoria","17932613","NA","379036458","379038898","NA"
"Sesleria_caerulea","Sesleria_caerulea","146772328","119553741","144583555","110916045","110915697"
"Setaria_viridis","Setaria_viridis","NA","376373227","452029901","831441798","NA"
"Setaria_viridis_subsp__pachystachys","Setaria_viridis","341872756","NA","NA","NA","NA"
"Sibbaldia_procumbens","Sibbaldia_procumbens","158515056","27529059","459996005","459930756","NA"
"Silaum_silaus","Silaum_silaus","155970339","NA","379037488","379038904","NA"
"Silene_acaulis","Silene_acaulis","22656310","239837528","379033973","156125845","NA"
"Silene_armeria","Silene_armeria","1403630","NA","255755671","NA","NA"
"Silene_baccifera","Silene_baccifera","343406952","NA","817991862","351588581","NA"
"Silene_dioica","Silene_dioica","703623985","157411861","379036544","533052479","NA"
"Silene_flos-cuculi","Silene_flos-cuculi","703623993","312182247","379036868","379041908","NA"
"Silene_flos-jovis","Silene_flos-jovis","62870744","NA","NA","62870826","NA"
"Silene_italica","Silene_italica","62870741","71841818","NA","62870824","NA"
"Silene_latifolia","Silene_latifolia","211954097","NA","NA","62149314","NA"
"Silene_latifolia_subsp__alba","Silene_latifolia","NA","703624002","67079059","NA","NA"
"Silene_nutans","Silene_nutans","NA","71841832","NA","33332544","8517660"
"Silene_nutans_subsp__nutans","Silene_nutans","NA","NA","404244127","NA","NA"
"Silene_nutans_var__brachypoda","Silene_nutans","70913014","NA","NA","NA","NA"
"Silene_otites","Silene_otites","117935859","667668356","733451972","533052485","NA"
"Silene_saxifraga","Silene_saxifraga","117935860","NA","NA","533052489","NA"
"Silene_vulgaris","Silene_vulgaris","703623996","NA","NA","156125865","NA"
"Silene_vulgaris_subsp__angustifolia","Silene_vulgaris","NA","313720600","NA","NA","NA"
"Silene_vulgaris_subsp__vulgaris","Silene_vulgaris","NA","NA","404244133","NA","NA"
"Sinapis_alba","Sinapis_alba","223036842","21616614","340510945","886848659","NA"
"Sinapis_arvensis","Sinapis_arvensis","82791944","58760687","379037510","379041170","NA"
"Sisymbrium_austriacum","Sisymbrium_austriacum","22266821","NA","NA","NA","NA"
"Solanum_dulcamara","Solanum_dulcamara","7533162","298362987","817992352","242801112","NA"
"Soldanella_alpina","Soldanella_alpina","NA","12054816","557836561","87197594","NA"
"Solidago_gigantea","Solidago_gigantea","326417521","326417376","313664506","315140851","NA"
"Solidago_virgaurea","Solidago_virgaurea","157410893","312182282","379036404","379041566","NA"
"Sonchus_arvensis","Sonchus_arvensis","61620674","NA","379036402","109657594","NA"
"Sonchus_oleraceus","Sonchus_oleraceus","910278976","574453800","817992358","111379053","NA"
"Sorbus_aria","Sorbus_aria","NA","555685544","379034671","379040298","NA"
"Sorbus_aria_var__salicifolia","Sorbus_aria","269101257","NA","NA","NA","NA"
"Sorbus_aucuparia","Sorbus_aucuparia","262654251","15991352","379037332","379042232","NA"
"Sorbus_chamaemespilus","Sorbus_chamaemespilus","555685600","555685558","NA","NA","NA"
"Sparganium_angustifolium","Sparganium_angustifolium","551699663","551699694","379037088","379040216","NA"
"Sparganium_emersum","Sparganium_emersum","551699684","343424219","313664512","315140861","NA"
"Sparganium_erectum","Sparganium_erectum","NA","343424216","379036310","386430658","NA"
"Stachys_recta","Stachys_recta","537368688","280984886","3355849","NA","NA"
"Stachys_recta_subsp__recta","Stachys_recta","NA","NA","NA","357241487","NA"
"Stachys_sylvatica","Stachys_sylvatica","537368701","21070162","3355851","242801084","NA"
"Staehelina_dubia","Staehelina_dubia","60614844","60202445","500049866","59894663","NA"
"Stellaria_alsine","Stellaria_alsine","374350765","209448188","379036886","340512855","NA"
"Stellaria_graminea","Stellaria_graminea","374350720","374351377","817992376","374350987","NA"
"Stellaria_holostea","Stellaria_holostea","451768455","374351354","379036008","374350947","NA"
"Stellaria_media","Stellaria_media","NA","NA","310549","374350950","14718231"
"Stellaria_nemorum","Stellaria_nemorum","62870729","260080479","379036876","62870796","NA"
"Stipa_capillata","Stipa_capillata","358423334","358423378","NA","358423482","NA"
"Stipa_pennata_subsp__eriocaulis","Stipa_pennata","323280691","323280531","NA","133917497","NA"
"Streptopus_amplexifolius","Streptopus_amplexifolius","NA","22797646","20809150","399572077","NA"
"Succisa_pratensis","Succisa_pratensis","594615199","34485882","379033963","379041916","NA"
"Swertia_perennis","Swertia_perennis","NA","633257944","NA","4456842","NA"
"Symphyotrichum_novi-belgii","Symphyotrichum_novi-belgii","209165157","390431505","733452018","NA","NA"
"Symphytum_officinale","Symphytum_officinale","NA","376373231","379037182","379042138","NA"
"Symphytum_tuberosum","Symphytum_tuberosum","601105945","601106034","544196857","601101289","NA"
"Tanacetum_corymbosum","Tanacetum_corymbosum","11558509","667668303","667668126","667667952","NA"
"Taraxacum_alpinum","Taraxacum_alpinum","NA","NA","557836280","54021440","NA"
"Taraxacum_erythrospermum","Taraxacum_erythrospermum","672942289","528898166","NA","54021438","NA"
"Taraxacum_officinale","Taraxacum_officinale","910278951","19032329","424949786","242800835","NA"
"Taxus_baccata","Taxus_baccata","NA","151301950","21360797","403239873","8517665"
"Telephium_imperati","Telephium_imperati","374350782","374351432","323461161","323461126","NA"
"Teucrium_chamaedrys","Teucrium_chamaedrys","395484407","395863784","3355853","607345168","NA"
"Teucrium_scordium","Teucrium_scordium","395484462","395863840","379036022","379040048","NA"
"Teucrium_scorodonia","Teucrium_scorodonia","NA","395863841","3355859","379042242","NA"
"Teucrium_scorodonia_subsp__baeticum","Teucrium_scorodonia","395484454","NA","NA","NA","NA"
"Thalictrum_aquilegiifolium","Thalictrum_aquilegiifolium","440546857","440553296","817992400","NA","NA"
"Thalictrum_foetidum","Thalictrum_foetidum","507144485","440553319","440356813","NA","NA"
"Thalictrum_minus","Thalictrum_minus","NA","NA","NA","379040862","158602292"
"Thalictrum_minus_var__hypoleucum","Thalictrum_minus","440546896","429888449","440356839","NA","NA"
"Thalictrum_simplex","Thalictrum_simplex","NA","NA","241992474","NA","NA"
"Thalictrum_simplex_var__brevipes","Thalictrum_simplex","440546928","440553360","NA","NA","NA"
"Thesium_alpinum","Thesium_alpinum","289064383","294459088","557836366","NA","NA"
"Thesium_humifusum","Thesium_humifusum","289064386","294459093","379034127","379039910","NA"
"Thinopyrum_intermedium","Thinopyrum_intermedium","343198361","114803729","568404598","545693705","NA"
"Thlaspi_arvense","Thlaspi_arvense","646281389","27461496","817992404","12002394","NA"
"Thlaspi_perfoliatum","Thlaspi_perfoliatum","525672662","37195442","NA","12002398","NA"
"Thymus_praecox_subsp__polytrichus","Thymus_praecox","NA","NA","817992406","507104859","NA"
"Thymus_pulegioides","Thymus_pulegioides","385720804","295000093","379034579","295000391","NA"
"Thymus_serpyllum","Thymus_serpyllum","294999918","295000096","733452269","58045303","NA"
"Tilia_cordata","Tilia_cordata","669132156","15991355","379036956","379038588","NA"
"Tilia_platyphyllos","Tilia_platyphyllos","669132157","15991356","379032268","379038584","4995857"
"Tofieldia_calyculata","Tofieldia_calyculata","NA","295389308","54144422","295389249","8452786"
"Torilis_japonica","Torilis_japonica","165911436","NA","379034941","379040506","NA"
"Tozzia_alpina","Tozzia_alpina","NA","166204004","3790438","6650074","NA"
"Tozzia_alpina_subsp__carpathica","Tozzia_alpina","273464301","NA","NA","NA","NA"
"Tragopogon_crocifolius","Tragopogon_crocifolius","658117928","167539385","NA","NA","NA"
"Tragopogon_dubius","Tragopogon_dubius","567497889","125632303","424949788","315140891","6689366"
"Tragopogon_porrifolius","Tragopogon_porrifolius","125632145","125632318","295289","NA","NA"
"Tragopogon_porrifolius_subsp__australis","Tragopogon_porrifolius","NA","NA","NA","54021631","NA"
"Tragopogon_pratensis","Tragopogon_pratensis","567497931","376373232","41056442","379040050","NA"
"Trichophorum_alpinum","Trichophorum_alpinum","59803267","59860231","296168294","675440433","NA"
"Trichophorum_cespitosum","Trichophorum_cespitosum","132694292","121645926","379037482","675440435","NA"
"Trifolium_alpestre","Trifolium_alpestre","85724137","83700757","667668072","667667886","NA"
"Trifolium_alpinum","Trifolium_alpinum","85724138","83700758","NA","NA","NA"
"Trifolium_arvense","Trifolium_arvense","83588757","83700770","379032052","379038412","NA"
"Trifolium_aureum","Trifolium_aureum","85724148","83700771","313664556","315140895","NA"
"Trifolium_badium","Trifolium_badium","85724150","83700773","557836491","NA","NA"
"Trifolium_campestre","Trifolium_campestre","85724168","83700796","818946395","379038416","NA"
"Trifolium_diffusum","Trifolium_diffusum","85724188","83700816","NA","NA","NA"
"Trifolium_medium","Trifolium_medium","85724232","83700866","557836493","379038056","NA"
"Trifolium_pallescens","Trifolium_pallescens","85724254","378926946","NA","NA","NA"
"Trifolium_pratense","Trifolium_pratense","164506969","376373233","41056443","379038790","NA"
"Trifolium_repens","Trifolium_repens","480812511","807268903","817992420","21930052","NA"
"Trifolium_rubens","Trifolium_rubens","85724290","83700930","404244217","406034538","NA"
"Trifolium_spadiceum","Trifolium_spadiceum","85724303","83700944","NA","NA","NA"
"Trifolium_thalii","Trifolium_thalii","85724319","83700964","557836499","21930062","NA"
"Trinia_glauca","Trinia_glauca","NA","NA","733452249","733451882","NA"
"Trisetum_flavescens","Trisetum_flavescens","4186156","376373234","41056444","607345188","NA"
"Trisetum_spicatum","Trisetum_spicatum","227346779","237626122","685847728","459931168","NA"
"Triticum_aestivum","Triticum_aestivum","NA","575501522","169666637","7670650","NA"
"Triticum_aestivum_var__albirubrinflatum","Triticum_aestivum","209962750","NA","NA","NA","NA"
"Triticum_durum","Triticum_durum","667638243","575501524","NA","NA","NA"
"Trollius_europaeus","Trollius_europaeus","318064758","318064748","379036946","46360481","NA"
"Tulipa_sylvestris","Tulipa_sylvestris","386370558","379042447","NA","NA","NA"
"Turritis_glabra","Turritis_glabra","677278058","109692730","313663858","12002340","NA"
"Tussilago_farfara","Tussilago_farfara","193084968","18920673","817992428","379041964","NA"
"Typha_latifolia","Typha_latifolia","551699683","343424258","69216577","69217290","69214421"
"Ulmus_glabra","Ulmus_glabra","563477374","563477628","817992432","379041348","NA"
"Ulmus_minor","Ulmus_minor","563477372","563477626","291201170","379041436","NA"
"Urtica_dioica","Urtica_dioica","566079488","557163498","557163264","273415924","8452793"
"Vaccinium_myrtillus","Vaccinium_myrtillus","319659312","260080546","543862421","18029423","NA"
"Vaccinium_uliginosum","Vaccinium_uliginosum","319659315","111380164","543862433","21635913","20269445"
"Vaccinium_vitis-idaea","Vaccinium_vitis-idaea","319659316","111380165","543862425","18029441","NA"
"Valeriana_dioica","Valeriana_dioica","723008141","34398630","379035356","379040804","NA"
"Valeriana_montana","Valeriana_montana","723008154","332077865","40068134","38231964","NA"
"Valeriana_officinalis","Valeriana_officinalis","723008157","332077868","379036066","379041952","8452795"
"Valeriana_saliunca","Valeriana_saliunca","NA","332077871","NA","34863556","NA"
"Valeriana_tripteris","Valeriana_tripteris","723008173","723007871","NA","NA","NA"
"Valeriana_tuberosa","Valeriana_tuberosa","85810997","332077878","NA","NA","NA"
"Valerianella_dentata","Valerianella_dentata","723008176","723007874","379036940","379041954","NA"
"Valerianella_locusta","Valerianella_locusta","37655017","17980608","379036942","20530905","305671670"
"Veratrum_album","Veratrum_album","100271355","16326375","1384119","347725603","NA"
"Verbascum_chaixii_subsp__chaixii","Verbascum_chaixii","NA","NA","404244229","406034540","NA"
"Verbascum_lychnitis","Verbascum_lychnitis","NA","726966097","733452096","667667920","NA"
"Verbascum_nigrum","Verbascum_nigrum","317016103","4566696","379037320","379042384","NA"
"Verbascum_pulverulentum","Verbascum_pulverulentum","NA","4566698","733452080","NA","NA"
"Verbascum_thapsus","Verbascum_thapsus","390633407","726966103","379037418","6650076","6689561"
"Verbena_officinalis","Verbena_officinalis","260618082","156152237","817992442","379039720","NA"
"Veronica_agrestis","Veronica_agrestis","31295682","31295861","379037010","379037894","NA"
"Veronica_allionii","Veronica_allionii","31295706","31295874","NA","NA","NA"
"Veronica_alpina","Veronica_alpina","31295707","61675932","557836325","NA","NA"
"Veronica_anagallis-aquatica","Veronica_anagallis-aquatica","742522427","604860117","14585736","379039308","6689559"
"Veronica_aphylla","Veronica_aphylla","31324231","31295875","557836387","NA","NA"
"Veronica_arvensis","Veronica_arvensis","570339307","28625796","340512193","6650078","NA"
"Veronica_austriaca","Veronica_austriaca","14993984","604860132","NA","NA","NA"
"Veronica_beccabunga","Veronica_beccabunga","742522463","604860121","379033602","379038736","NA"
"Veronica_bellidioides","Veronica_bellidioides","14993994","31295871","NA","NA","NA"
"Veronica_chamaedrys","Veronica_chamaedrys","NA","NA","379033663","242801121","NA"
"Veronica_chamaedrys_subsp__micans","Veronica_chamaedrys","56567546","56567532","NA","NA","NA"
"Veronica_fruticans","Veronica_fruticans","169144498","167888379","733451946","NA","NA"
"Veronica_fruticulosa","Veronica_fruticulosa","14993988","604860158","NA","NA","NA"
"Veronica_hederifolia","Veronica_hederifolia","NA","31323731","379033268","379039314","NA"
"Veronica_officinalis","Veronica_officinalis","14993996","604860162","14585742","379038742","NA"
"Veronica_persica","Veronica_persica","14993985","604860146","340512203","335058813","335059300"
"Veronica_serpyllifolia","Veronica_serpyllifolia","14994001","28625816","379036902","340513379","NA"
"Veronica_spicata","Veronica_spicata","NA","604860156","379034399","379038358","NA"
"Veronica_triphyllos","Veronica_triphyllos","604860029","604860130","NA","NA","NA"
"Veronica_urticifolia","Veronica_urticifolia","14993995","28625805","NA","NA","NA"
"Veronica_verna","Veronica_verna","31295687","28625795","733452171","NA","NA"
"Viburnum_lantana","Viburnum_lantana","402122989","555685520","379033270","607345196","NA"
"Viburnum_opulus","Viburnum_opulus","NA","28172966","NA","379040686","8452798"
"Viburnum_opulus_var__sargentii","Viburnum_opulus","33087009","NA","371928296","NA","NA"
"Vicia_cracca","Vicia_cracca","59799637","59859800","41056446","379038566","NA"
"Vicia_hirsuta","Vicia_hirsuta","440234565","440233798","379036832","21930104","NA"
"Vicia_hybrida","Vicia_hybrida","670607603","670607655","NA","NA","NA"
"Vicia_onobrychioides","Vicia_onobrychioides","440234579","440233822","440233687","440234048","NA"
"Vicia_sativa","Vicia_sativa","NA","NA","NA","21930110","NA"
"Vicia_sativa_subsp__amphicarpa","Vicia_sativa","670607631","NA","399659509","NA","NA"
"Vicia_sativa_var__angustifolia","Vicia_sativa","NA","670607662","NA","NA","NA"
"Vicia_sepium","Vicia_sepium","607344460","312182299","557836503","379042188","NA"
"Vicia_sylvatica","Vicia_sylvatica","440234610","NA","440233699","379042190","NA"
"Vicia_tenuifolia","Vicia_tenuifolia","NA","440233836","667668068","440234080","NA"
"Vicia_tenuifolia_subsp__dalmatica","Vicia_tenuifolia","338815190","NA","NA","NA","NA"
"Vicia_tetrasperma","Vicia_tetrasperma","440234618","440233838","379037276","440234088","NA"
"Vinca_minor","Vinca_minor","NA","336041934","37936923","335058845","335059338"
"Vincetoxicum_hirundinaria","Vincetoxicum_hirundinaria","21684866","18077484","37936925","406034188","NA"
"Viola_biflora","Viola_biflora","221327250","330865415","557836479","115112301","NA"
"Viola_calcarata","Viola_calcarata","5230495","591290923","557836438","NA","NA"
"Viola_hirta","Viola_hirta","167460285","330865420","379037056","379041666","NA"
"Viola_laricicola","Viola_laricicola","NA","330865425","NA","NA","NA"
"Viola_mirabilis","Viola_mirabilis","86278322","255503914","NA","255503929","NA"
"Viola_odorata","Viola_odorata","304556993","NA","379034763","379040370","NA"
"Viola_palustris","Viola_palustris","NA","330865437","340512235","379040286","NA"
"Viola_pyrenaica","Viola_pyrenaica","335993660","NA","NA","NA","NA"
"Viola_reichenbachiana","Viola_reichenbachiana","167460247","NA","379036464","379040368","NA"
"Viola_riviniana","Viola_riviniana","30313465","NA","379037022","663498517","NA"
"Viola_rupestris","Viola_rupestris","304556990","310693976","NA","NA","NA"
"Viola_suavis","Viola_suavis","335993672","NA","NA","NA","NA"
"Viola_tricolor","Viola_tricolor","NA","529417569","379034025","379040684","NA"
"Viola_tricolor_subsp__curtisii","Viola_tricolor","70728029","NA","NA","NA","NA"
"Viscum_album","Viscum_album","NA","341858703","532257","379039908","8452800"
"Viscum_album_subsp__coloratum","Viscum_album","543200398","NA","NA","NA","NA"
"Xeranthemum_inapertum","Xeranthemum_inapertum","60614861","60202461","500049898","17220898","NA"
