input_name,accepted_name,name_class,ncbi_id
Ranunculus trichophyllus,Ranunculus trichophyllus,scientific name,22903
Ranunculus tuberosus,Ranunculus tuberosus,scientific name,1000426
Rapunculus spicatus,,,
Reseda lutea,Reseda lutea,scientific name,202615
Reseda phyteuma,Reseda phyteuma,scientific name,415822
Rhamnus alpina,Rhamnus alpina,scientific name,280016
Rhamnus cathartica,Rhamnus cathartica,scientific name,3610
Rhamnus pumila,Rhamnus pumila,scientific name,280023
Rhamnus saxatilis,Rhamnus saxatilis,scientific name,280025
Rhinanthus alectorolophus,Rhinanthus alectorolophus,scientific name,374724
Rhinanthus glacialis,Rhinanthus glacialis,scientific name,374726
Rhinanthus minor,Rhinanthus minor,scientific name,254782
Rhynchopera paniculata,,,
Ribes alpinum,Ribes alpinum,scientific name,134913
Ribes carpaticum,,,
Ribes uva-crispa,Ribes uva-crispa,scientific name,135518
Rorippa amphibia,Rorippa amphibia,scientific name,65951
Rorippa islandica,Rorippa islandica,scientific name,157092
Rorippa sylvestris,Rorippa sylvestris,scientific name,65952
Rosa agrestis,Rosa agrestis,scientific name,267229
Rosa caesia,Rosa caesia,scientific name,267233
Rosa canina,Rosa canina,scientific name,74635
Rosa dumalis,Rosa dumalis,scientific name,291166
Rosa elliptica,Rosa elliptica,scientific name,323240
Rosa ferruginea,,,
Rosa micrantha,Rosa micrantha,scientific name,267241
Rosa montana,Rosa montana,scientific name,267243
Rosa pendulina,Rosa pendulina,scientific name,74642
Rosa rubiginosa,Rosa eglanteria,synonym,74636
Rosa spinosissima,Rosa spinosissima,scientific name,74630
Rosa villosa,Rosa villosa,scientific name,267261
Rubus caesius,Rubus caesius,scientific name,75065
Rubus fruticosus,Rubus fruticosus,scientific name,211815
Rubus gremlii,,,
Rubus pruinosus,,,
Rubus tomentosus,,,
Rubus ulmifolius,Rubus ulmifolius,scientific name,75099
Rumex acetosa,Rumex acetosa,scientific name,41241
Rumex acetosella,Rumex acetosella,scientific name,61450
Rumex alpestris,Rumex alpestris,scientific name,565439
Rumex alpinus,,,
Rumex crispus,Rumex crispus,scientific name,174649
Rumex obtusifolius,Rumex obtusifolius,scientific name,3619
Ruyschiana austriaca,,,
Sagina procumbens,Sagina procumbens,scientific name,230724
Salix alba,Salix alba,scientific name,75704
Salix aurita,Salix aurita,scientific name,470270
Salix caprea,Salix caprea,scientific name,172267
Salix cinerea,Salix cinerea,scientific name,470278
Salix daphnoides,Salix daphnoides,scientific name,470274
Salix eleagnos,Salix elaeagnos,synonym,386449
Salix foetida,,,
Salix myrsinifolia,Salix myrsinifolia,scientific name,339964
Salix pentandra,Salix pentandra,scientific name,75715
Salix purpurea,Salix purpurea,scientific name,77065
Salix repens,Salix repens,scientific name,467613
Salix serpyllifolia,Salix serpyllifolia,scientific name,77067
Salix triandra,Salix triandra,scientific name,77069
Salvia nubicola,Salvia nubicola,scientific name,268919
Salvia pratensis,Salvia pratensis,scientific name,49216
Sambucus ebulus,Sambucus ebulus,scientific name,28503
Sambucus nigra,Sambucus nigra,scientific name,4202
Sambucus racemosa,Sambucus racemosa,scientific name,4203
Sanguisorba minor,Sanguisorba minor,scientific name,137456
Sanguisorba officinalis,Sanguisorba officinalis,scientific name,137457
Sanicula europaea,Sanicula europaea,scientific name,71982
Saponaria ocymoides,Saponaria ocymoides,scientific name,42033
Saponaria officinalis,Saponaria officinalis,scientific name,3572
Satureja montana,Satureja montana,scientific name,49988
Satyrium bifolium,,,
Saussurea discolor,Saussurea discolor,scientific name,143209
Saxifraga cuneifolia,Saxifraga cuneifolia,scientific name,102722
Saxifraga granulata,Saxifraga granulata,scientific name,83409
Saxifraga moschata,Saxifraga moschata,scientific name,134788
Saxifraga rotundifolia,Saxifraga rotundifolia,scientific name,23265
Scabiosa columbaria,Scabiosa columbaria,scientific name,180561
Scabiosa lucida,Scabiosa lucida,scientific name,467601
Scabiosa triandra,Scabiosa triandra,scientific name,467602
Schoenus nigricans,Schoenus nigricans,scientific name,76506
Scirpus sylvaticus,Scirpus sylvaticus,scientific name,434052
Scleranthus annuus,Scleranthus annuus,scientific name,230712
Scleranthus perennis,Scleranthus perennis,scientific name,230711
Scorzonera austriaca,Scorzonera austriaca,scientific name,261619
Scorzonera hispanica,Scorzonera hispanica,scientific name,114289
Scorzoneroides autumnalis,Scorzoneroides autumnalis,scientific name,212686
Scrophularia canina,Scrophularia canina,scientific name,258519
Scrophularia lucida,,,
Scrophularia nodosa,Scrophularia nodosa,scientific name,90363
Scrophularia peregrina,Scrophularia peregrina,scientific name,160383
Securigera varia,Securigera varia,scientific name,53861
Sedum acre,Sedum acre,scientific name,23028
Sedum album,Sedum album,scientific name,23029
Sedum annuum,,,
Sedum anopetalum,,,
Sedum dasyphyllum,Sedum dasyphyllum,scientific name,91129
Sedum maximum,Sedum maximum,scientific name,1211475
Sedum ochroleucum,,,
Sedum rupestre,Sedum rupestre,scientific name,91145
Sedum sediforme,Sedum sediforme,scientific name,28519
Sedum sexangulare,Sedum sexangulare,scientific name,91147
Selaginella selaginoides,Selaginella selaginoides,scientific name,69996
Sempervivum tectorum,Sempervivum tectorum,scientific name,91155
Senecio doria,Senecio doria,scientific name,189237
Senecio erucifolius,Jacobaea erucifolia,synonym,189238
Senecio ovatus,,,
Senecio squalidus,Senecio squalidus,scientific name,121554
Senecio viscosus,Senecio viscosus,scientific name,85882
Serratula tinctoria,Serratula tinctoria,scientific name,65004
Seseli annuum,,,
Setaria viridis,Setaria viridis,scientific name,4556
Silaum silaus,Silaum silaus,scientific name,460609
Silene armeria,Silene armeria,scientific name,39866
Silene dioica,Silene dioica,scientific name,39879
Silene flos-cuculi,Silene flos-cuculi,scientific name,42036
Silene flos-jovis,Silene flos-jovis,scientific name,39858
Silene italica,Silene italica,scientific name,42037
Silene latifolia,Silene latifolia,scientific name,37657
Silene nutans,Silene nutans,scientific name,42038
Silene otites,Silene otites,scientific name,42039
Silene saxifraga,Silene saxifraga,scientific name,39912
Silene vallesia,Silene vallesia,scientific name,39920
Sinapis alba,Sinapis alba,scientific name,3728
Sinapis arvensis,Sinapis arvensis,scientific name,29728
Sisymbrium austriacum,Sisymbrium austriacum,scientific name,203569
Solanum dulcamara,Solanum dulcamara,scientific name,45834
Solidago gigantea,Solidago gigantea,scientific name,330183
Sonchus arvensis,Sonchus arvensis,scientific name,50192
Sonchus oleraceus,Sonchus oleraceus,scientific name,50207
Sorbus aria,Sorbus aria,scientific name,186520
Sorbus aucuparia,Sorbus aucuparia,scientific name,36599
Sorbus chamaemespilus,Sorbus chamaemespilus,scientific name,1000427
Sorbus mougeotii,Sorbus mougeotii,scientific name,1000428
Sparganium angustifolium,Sparganium angustifolium,scientific name,669838
Sparganium emersum,Sparganium emersum,scientific name,361423
Sparganium erectum,Sparganium erectum,scientific name,767568
Spiesia halleri,,,
Stachys annua,,,
Stachys pradica,Stachys pradica,scientific name,1000429
Stachys recta,Stachys recta,scientific name,53174
Stachys sylvatica,Stachys sylvatica,scientific name,53175
Staehelina dubia,Staehelina dubia,scientific name,313545
Stellaria alsine,Stellaria alsine,scientific name,254021
Stellaria graminea,Stellaria graminea,scientific name,271541
Stellaria holostea,Stellaria holostea,scientific name,581250
Stellaria media,Stellaria media,scientific name,13274
Stellaria nemorum,Stellaria nemorum,scientific name,325516
Stipa capillata,Stipa capillata,scientific name,665498
Stipa eriocaulis,Stipa pennata subsp. eriocaulis,synonym,376135
Stipa pennata,Stipa pennata,scientific name,399722
Streptopus amplexifolius,Streptopus amplexifolius,scientific name,134860
Strobus cembra,,,
Succisa pratensis,Succisa pratensis,scientific name,105906
Swertia perennis,Swertia perennis,scientific name,39379
Symphyotrichum novi-belgii,Symphyotrichum novi-belgii,scientific name,199233
Symphytum officinale,Symphytum officinale,scientific name,278672
Symphytum tuberosum,Symphytum tuberosum,scientific name,256504
Synema perenne,,,
Tanacetum corymbosum,Tanacetum corymbosum,scientific name,127994
Taraxacum erythrospermum,Taraxacum erythrospermum,scientific name,268104
Taraxacum fulvum,,,
Taraxacum lapponicum,,,
Taraxacum rubicundum,Taraxacum rubicundum,scientific name,90050
Taraxacum sellandii,,,
Taxus baccata,Taxus baccata,scientific name,25629
Telephium imperati,Telephium imperati,scientific name,645216
Tetragonolobus maritimus,Lotus maritimus,synonym,118937
Teucrium chamaedrys,Teucrium chamaedrys,scientific name,53176
Teucrium scordium,Teucrium scordium,scientific name,1132410
Teucrium scorodonia,Teucrium scorodonia,scientific name,53178
Thalictrum aquilegiifolium,Thalictrum aquilegiifolium,scientific name,619227
Thalictrum foetidum,Thalictrum foetidum,scientific name,1084670
Thalictrum minus,Thalictrum minus,scientific name,476039
Thalictrum simplex,Thalictrum simplex,scientific name,495765
Thelycrania sanguinea,,,
Thesium alpinum,Thesium alpinum,scientific name,705353
Thesium humifusum,Thesium humifusum,scientific name,705376
Thesium linophyllon,,,
Thlaspi arvense,Thlaspi arvense,scientific name,13288
Thymus oenipontanus,,,
Thymus pulegioides,Thymus pulegioides,scientific name,751873
Thymus striatus,,,
Tilia cordata,Tilia cordata,scientific name,172266
Tilia platyphyllos,Tilia platyphyllos,scientific name,82423
Tofieldia calyculata,Tofieldia calyculata,scientific name,85290
Torilis japonica,Torilis japonica,scientific name,49576
Tozzia alpina,Tozzia alpina,scientific name,46058
Tragopogon crocifolius,Tragopogon crocifolius,scientific name,261643
Tragopogon dubius,Tragopogon dubius,scientific name,45322
Tragopogon porrifolius,Tragopogon porrifolius,scientific name,13731
Tragopogon pratensis,Tragopogon pratensis,scientific name,41653
Trasus tomentosus,,,
Trichophorum alpinum,Trichophorum alpinum,scientific name,291103
Trichophorum cespitosum,Trichophorum cespitosum,scientific name,76515
Trifolium alpestre,Trifolium alpestre,scientific name,97007
Trifolium arvense,Trifolium arvense,scientific name,361560
Trifolium aureum,Trifolium aureum,scientific name,361561
Trifolium campestre,Trifolium campestre,scientific name,97015
Trifolium diffusum,Trifolium diffusum,scientific name,97020
Trifolium medium,Trifolium medium,scientific name,97028
Trifolium ochroleucon,Trifolium ochroleucon,scientific name,1000431
Trifolium rubens,Trifolium rubens,scientific name,97037
Trifolium spadiceum,Trifolium spadiceum,scientific name,361984
Triglochin palustre,,,
Trigonella monspeliaca,Medicago monspeliaca,synonym,70959
Trimorpha attica,,,
Trinia glauca,Trinia glauca,scientific name,1000432
Triticum aestivum,Triticum aestivum,scientific name,4565
Triticum durum,Triticum durum,scientific name,4567
Trollius europaeus,Trollius europaeus,scientific name,212754
Tulipa sylvestris,Tulipa sylvestris,scientific name,248498
Turritis glabra,Turritis glabra,scientific name,63678
Tussilago farfara,Tussilago farfara,scientific name,118778
Typha latifolia,Typha latifolia,scientific name,4733
Ulmus glabra,Ulmus glabra,scientific name,172265
Ulmus minor,Ulmus minor,scientific name,262084
Vaccinium vitis-idaea,Vaccinium vitis-idaea,scientific name,180772
Valeriana dioica,Valeriana dioica,scientific name,183948
Valeriana officinalis,Valeriana officinalis,scientific name,19953
Valeriana saliunca,Valeriana saliunca,scientific name,245826
Valeriana tripteris,Valeriana tripteris,scientific name,183955
Valeriana tuberosa,Valeriana tuberosa,scientific name,368320
Valerianella dentata,Valerianella dentata,scientific name,300936
Valerianella locusta,Valerianella locusta,scientific name,59166
Veratrum album,Veratrum album,scientific name,50243
Verbascum chaixii,Verbascum chaixii,scientific name,1211623
Verbascum lychnitis,Verbascum lychnitis,scientific name,1000433
Verbascum nigrum,Verbascum nigrum,scientific name,90364
Verbascum pulverulentum,Verbascum pulverulentum,scientific name,90366
Verbascum thapsus,Verbascum thapsus,scientific name,39388
Verbena officinalis,Verbena officinalis,scientific name,79772
Veronica agrestis,Veronica agrestis,scientific name,99384
Veronica anagallis-aquatica,Veronica anagallis-aquatica,scientific name,74693
Veronica arvensis,Veronica arvensis,scientific name,46032
Veronica austriaca,Veronica austriaca,scientific name,165327
Veronica beccabunga,Veronica beccabunga,scientific name,165328
Veronica chamaedrys,Veronica chamaedrys,scientific name,165330
Veronica fruticulosa,Veronica fruticulosa,scientific name,165333
Veronica hederifolia,Veronica hederifolia,scientific name,202477
Veronica officinalis,Veronica officinalis,scientific name,160511
Veronica persica,Veronica persica,scientific name,138560
Veronica spicata,Veronica spicata,scientific name,165318
Veronica triphyllos,Veronica triphyllos,scientific name,195143
Veronica urticifolia,Veronica urticifolia,scientific name,165344
Veronica verna,Veronica verna,scientific name,195145
Viburnum lantana,Viburnum lantana,scientific name,237945
Viburnum opulus,Viburnum opulus,scientific name,85293
Vicia cracca,Vicia cracca,scientific name,3905
Vicia hirsuta,Vicia hirsuta,scientific name,3910
Vicia hybrida,Vicia hybrida,scientific name,298727
Vicia onobrychioides,Vicia onobrychioides,scientific name,1276840
Vicia sativa,Vicia sativa,scientific name,3908
Vicia sepium,Vicia sepium,scientific name,347188
Vicia sylvatica,Vicia sylvatica,scientific name,287755
Vicia tenuifolia,Vicia tenuifolia,scientific name,1042229
Vicia tetrasperma,Vicia tetrasperma,scientific name,154499
Vinca minor,Vinca minor,scientific name,60093
Vincetoxicum hirundinaria,Vincetoxicum hirundinaria,scientific name,141524
Viola biflora,Viola biflora,scientific name,214529
Viola canina,Viola canina,scientific name,502511
Viola hirta,Viola hirta,scientific name,369421
Viola laricicola,Viola laricicola,scientific name,1017136
Viola mirabilis,Viola mirabilis,scientific name,369422
Viola odorata,Viola odorata,scientific name,97441
Viola palustris,Viola palustris,scientific name,462882
Viola pyrenaica,Viola pyrenaica,scientific name,1042420
Viola reichenbachiana,Viola reichenbachiana,scientific name,97450
Viola riviniana,Viola riviniana,scientific name,214052
Viola suavis,Viola suavis,scientific name,369424
Viola tricolor,Viola tricolor,scientific name,214053
Viscum album,Viscum album,scientific name,3972
Woodsia alpina,,,
Xeranthemum inapertum,Xeranthemum inapertum,scientific name,143216
